"","x"
"885",8.35337538257864
"886",0
"887",0
"888",0
"889",87.7104415170758
"890",0
"891",0
"892",0
"893",0
"894",4.17668769128932
"895",0
"896",0
"897",514.776757951409
"898",994.051670526859
"899",1128.74984857094
"900",360.239313373704
"901",296.544826081542
"902",849.955945177377
"903",0
"904",25.0601261477359
"905",0
"906",0
"907",21.9276103792689
"908",3.13251576846699
"909",628.591497539043
"910",14.6184069195126
"911",0
"912",44.8993926813602
"913",0
"914",457.347302196181
"915",37.5901892216039
"916",456.303130273358
"917",355.018453759592
"918",103.373020359411
"919",0
"920",561.764494478414
"921",204.657696873177
"922",34.4576734531369
"923",0
"924",929.313011311874
"925",775.819738656991
"926",32.3693296074922
"927",0
"928",6.26503153693398
"929",503.290866800363
"930",0
"931",38.6343611444262
"932",0
"933",87.7104415170758
"934",116.947255356101
"935",0
"936",291.32396646743
"937",0
"938",0
"939",76.2245503660301
"940",848.911773254555
"941",0
"942",356.062625682415
"943",3.13251576846699
"944",0
"945",2.08834384564466
"946",0
"947",0
"948",0
"949",0
"950",246.42457378607
"951",491.804975649318
"952",0
"953",0
"954",0
"955",15.662578842335
"956",314.295748769521
"957",0
"958",753.892128277723
"959",0
"960",1.04417192282233
"961",0
"962",0
"963",0
"964",4.17668769128932
"965",0
"966",159.758304191817
"967",0
"968",0
"969",0
"970",17.7509226879796
"971",22.9717823020913
"972",67.8711749834515
"973",0
"974",3.13251576846699
"975",0
"976",18.7950946108019
"977",13.5742349966903
"978",0
"979",0
"980",0
"981",29.2368138390252
"982",4.17668769128932
"983",0
"984",105.461364205055
"985",0
"986",0
"987",0
"988",0
"989",0
"990",0
"991",200.481009181887
"992",0
"993",169.155851497218
"994",0
"995",0
"996",0
"997",0
"998",0
"999",0
"1000",0
"1001",0
"1002",0
"1003",0
"1004",0
"1005",0
"1006",0
"1007",0
"1008",0
"1009",0
"1010",0
"1011",0
"1012",0
"1013",2.08834384564466
"1014",908.429572855428
"1015",1.04417192282233
"1016",0
"1017",0
"1018",0
"1019",0
"1020",131.565662275614
"1021",0
"1022",0
"1023",0
"1024",0
"1025",0
"1026",0
"1027",54.2969399867612
"1028",10.4417192282233
"1029",73.0920345975631
"1030",0
"1031",8.35337538257864
"1032",0
"1033",0
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",0
"1047",0
"1048",0
"1049",0
"1050",0
"1051",18.7950946108019
"1052",188.995118030842
"1053",0
"1054",0
"1055",637.989044844444
"1056",0
"1057",0
"1058",0
"1059",0
"1060",0
"1061",0
"1062",11.4858911510456
"1063",2.08834384564466
"1064",0
"1065",0
"1066",6.26503153693398
"1067",397.829502595308
"1068",0
"1069",0
"1070",31.3251576846699
"1071",0
"1072",3.13251576846699
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0
"1084",0
"1085",0
"1086",2.08834384564466
"1087",0
"1088",0
"1089",0
"1090",269.396356088161
"1091",0
"1092",0
"1093",0
"1094",0
"1095",0
"1096",0
"1097",0
"1098",0
"1099",0
"1100",0
"1101",1809.5499422511
"1102",0
"1103",0
"1104",8.35337538257864
"1105",0
"1106",0
"1107",0
"1108",0
"1109",0
"1110",9.39754730540097
"1111",251.645433400182
"1112",0
"1113",0
"1114",0
"1115",0
"1116",167.067507651573
"1117",0
"1118",0
"1119",0
"1120",219.276103792689
"1121",1079.67376819829
"1122",1143.36825549045
"1123",11.4858911510456
"1124",417.668769128932
"1125",45.9435646041825
"1126",734.052861744098
"1127",183.77425841673
"1128",275.661387625095
"1129",333.090843380323
"1130",83.5337538257864
"1131",43.8552207585379
"1132",777.908082502636
"1133",570.117869860992
"1134",205.701868795999
"1135",0
"1136",380.078579907328
"1137",296.544826081542
"1138",0
"1139",170.20002342004
"1140",137.830693812548
"1141",191.083461876486
"1142",19.8392665336243
"1143",278.793903393562
"1144",129.477318429969
"1145",33.4135015303146
"1146",55.3411119095835
"1147",123.212286893035
"1148",0
"1149",18.7950946108019
"1150",14.6184069195126
"1151",0
"1152",556.543634864302
"1153",4.17668769128932
"1154",0
"1155",12.530063073868
"1156",6.26503153693398
"1157",0
"1158",14.6184069195126
"1159",52.2085961411165
"1160",513.732586028587
"1161",0
"1162",0
"1163",0
"1164",0
"1165",0
"1166",14.6184069195126
"1167",0
"1168",0
"1169",754.936300200545
"1170",55.3411119095835
"1171",29.2368138390252
"1172",0
"1173",0
"1174",16.7067507651573
"1175",830.116678643753
"1176",0
"1177",105.461364205055
"1178",73.0920345975631
"1179",0
"1180",0
"1181",0
"1182",0
"1183",528.350992948099
"1184",8.35337538257864
"1185",40.7227049900709
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",671.402546374758
"1192",0
"1193",1363.68853120596
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0
"1199",0
"1200",28.1926419162029
"1201",0
"1202",154.537444577705
"1203",0
"1204",0
"1205",138.87486573537
"1206",2.08834384564466
"1207",0
"1208",0
"1209",0
"1210",0
"1211",0
"1212",0
"1213",41.7668769128932
"1214",35.5018453759592
"1215",742.406237126677
"1216",0
"1217",0
"1218",102.328848436588
"1219",441.684723353846
"1220",0
"1221",0
"1222",0
"1223",6.26503153693398
"1224",0
"1225",0
"1226",706.904391750718
"1227",0
"1228",0
"1229",2.08834384564466
"1230",6.26503153693398
"1231",0
"1232",0
"1233",0
"1234",0
"1235",0
"1236",8.35337538257864
"1237",0
"1238",0
"1239",0
"1240",54.2969399867612
"1241",6.26503153693398
"1242",0
"1243",0
"1244",0
"1245",0
"1246",0
"1247",134.698178044081
"1248",0
"1249",0
"1250",0
"1251",0
"1252",0
"1253",172.288367265685
"1254",232.85033878938
"1255",11.4858911510456
"1256",0
"1257",13.5742349966903
"1258",0
"1259",0
"1260",10.4417192282233
"1261",1.04417192282233
"1262",0
"1263",0
"1264",18.7950946108019
"1265",0
"1266",0
"1267",0
"1268",0
"1269",0
"1270",0
"1271",577.427073320749
"1272",0
"1273",0
"1274",0
"1275",0
"1276",0
"1277",0
"1278",0
"1279",0
"1280",0
"1281",1220.6369777793
"1282",0
"1283",2.08834384564466
"1284",0
"1285",0
"1286",10.4417192282233
"1287",0
"1288",7.30920345975631
"1289",0
"1290",0
"1291",0
"1292",512.688414105764
"1293",0
"1294",0
"1295",335.179187225968
"1296",738.229549435388
"1297",0
"1298",0
"1299",139.919037658192
"1300",0
"1301",0
"1302",2.08834384564466
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0
"1309",199.436837259065
"1310",0
"1311",0
"1312",597.266339854373
"1313",290.279794544608
"1314",0
"1315",0
"1316",1.04417192282233
"1317",0
"1318",0
"1319",0
"1320",0
"1321",0
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0
"1330",0
"1331",0
"1332",25.0601261477359
"1333",0
"1334",503.290866800363
"1335",0
"1336",0
"1337",0
"1338",0
"1339",0
"1340",155.581616500527
"1341",467.789021424404
"1342",0
"1343",69.9595188290961
"1344",2.08834384564466
"1345",1071.32039281571
"1346",1211.2394304739
"1347",866.662695942534
"1348",494.937491417785
"1349",410.359565669176
"1350",306.986545309765
"1351",475.09822488416
"1352",375.901892216039
"1353",0
"1354",58.4736276780505
"1355",344.576734531369
"1356",167.067507651573
"1357",683.932609448626
"1358",341.444218762902
"1359",0
"1360",2.08834384564466
"1361",54.2969399867612
"1362",139.919037658192
"1363",0
"1364",162.890819960284
"1365",220.320275715512
"1366",173.332539188507
"1367",72.0478626747408
"1368",675.579234066048
"1369",1188.26764817181
"1370",0
"1371",0
"1372",0
"1373",74.1362065203855
"1374",96.0638168996544
"1375",98.1521607452991
"1376",0
"1377",0
"1378",8.35337538257864
"1379",0
"1380",356.062625682415
"1381",32.3693296074922
"1382",285.058934930496
"1383",0
"1384",0
"1385",25.0601261477359
"1386",0
"1387",650.519107918312
"1388",253.733777245826
"1389",0
"1390",25.0601261477359
"1391",1.04417192282233
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",1221.68114970213
"1399",0
"1400",0
"1401",350.841766068303
"1402",498.070007186252
"1403",0
"1404",0
"1405",511.644242182942
"1406",0
"1407",335.179187225968
"1408",0
"1409",40.7227049900709
"1410",1.04417192282233
"1411",83.5337538257864
"1412",4.17668769128932
"1413",153.493272654883
"1414",17.7509226879796
"1415",0
"1416",0
"1417",7.30920345975631
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",7.30920345975631
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",452.126442582069
"1432",0
"1433",0
"1434",251.645433400182
"1435",0
"1436",0
"1437",0
"1438",0
"1439",498.070007186252
"1440",0
"1441",0
"1442",0
"1443",0
"1444",0
"1445",0
"1446",21.9276103792689
"1447",0
"1448",54.2969399867612
"1449",0
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",45.9435646041825
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",69.9595188290961
"1471",5.22085961411165
"1472",417.668769128932
"1473",0
"1474",0
"1475",0
"1476",54.2969399867612
"1477",0
"1478",0
"1479",0
"1480",1.04417192282233
"1481",0
"1482",5.22085961411165
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",467.789021424404
"1500",0
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0
"1507",2.08834384564466
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",0
"1514",0
"1515",36.5460172987816
"1516",0
"1517",0
"1518",10.4417192282233
"1519",367.54851683346
"1520",0
"1521",0
"1522",0
"1523",0
"1524",1.04417192282233
"1525",0
"1526",202.569353027532
"1527",19.8392665336243
"1528",0
"1529",0
"1530",0
"1531",0
"1532",0
"1533",0
"1534",367.54851683346
"1535",0
"1536",0
"1537",0
"1538",0
"1539",0
"1540",0
"1541",25.0601261477359
"1542",11.4858911510456
"1543",0
"1544",0
"1545",0
"1546",0
"1547",0
"1548",0
"1549",13.5742349966903
"1550",0
"1551",2.08834384564466
"1552",0
"1553",0
"1554",0
"1555",0
"1556",131.565662275614
"1557",0
"1558",0
"1559",0
"1560",1.04417192282233
"1561",0
"1562",0
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",1202.88605509132
"1569",516.865101797054
"1570",282.970591084852
"1571",1001.36087398661
"1572",509.555898337297
"1573",498.070007186252
"1574",904.252885164138
"1575",269.396356088161
"1576",1056.7019858962
"1577",0
"1578",760.157159814657
"1579",924.092151697762
"1580",99.1963326681214
"1581",225.541135329623
"1582",1129.79402049376
"1583",249.557089554537
"1584",1112.04309780578
"1585",261.042980705583
"1586",41.7668769128932
"1587",617.105606387997
"1588",524.17430525681
"1589",59.5177996008728
"1590",232.85033878938
"1591",40.7227049900709
"1592",266.263840319694
"1593",5.22085961411165
"1594",0
"1595",2.08834384564466
"1596",668.270030606291
"1597",0
"1598",0
"1599",0
"1600",348.753422222658
"1601",32.3693296074922
"1602",0
"1603",0
"1604",5.22085961411165
"1605",0
"1606",0
"1607",3.13251576846699
"1608",1310.43576314202
"1609",63.6944872921622
"1610",565.941182169703
"1611",0
"1612",1241.52041623575
"1613",2.08834384564466
"1614",35.5018453759592
"1615",939.754730540097
"1616",0
"1617",25.0601261477359
"1618",0
"1619",120.079771124568
"1620",0
"1621",0
"1622",0
"1623",0
"1624",77.2687222888525
"1625",672.446718297581
"1626",6.26503153693398
"1627",943.931418231387
"1628",0
"1629",0
"1630",0
"1631",0
"1632",19.8392665336243
"1633",0
"1634",0
"1635",0
"1636",79.3570661344971
"1637",337.267531071613
"1638",0
"1639",0
"1640",0
"1641",0
"1642",87.7104415170758
"1643",0
"1644",11.4858911510456
"1645",0
"1646",0
"1647",0
"1648",125.30063073868
"1649",0
"1650",41.7668769128932
"1651",0
"1652",0
"1653",0
"1654",0
"1655",64.7386592149845
"1656",0
"1657",20.8834384564466
"1658",0
"1659",0
"1660",0
"1661",0
"1662",0
"1663",0
"1664",0
"1665",0
"1666",0
"1667",3.13251576846699
"1668",2.08834384564466
"1669",311.163233001054
"1670",14.6184069195126
"1671",0
"1672",0
"1673",0
"1674",0
"1675",0
"1676",0
"1677",0
"1678",0
"1679",0
"1680",0
"1681",0
"1682",0
"1683",0
"1684",16.7067507651573
"1685",61.6061434465175
"1686",0
"1687",0
"1688",0
"1689",0
"1690",0
"1691",0
"1692",0
"1693",0
"1694",0
"1695",357.106797605237
"1696",0
"1697",0
"1698",0
"1699",0
"1700",0
"1701",0
"1702",0
"1703",0
"1704",0
"1705",0
"1706",0
"1707",0
"1708",6.26503153693398
"1709",0
"1710",0
"1711",495.981663340607
"1712",89.7987853627204
"1713",0
"1714",59.5177996008728
"1715",1.04417192282233
"1716",0
"1717",0
"1718",0
"1719",0
"1720",0
"1721",125.30063073868
"1722",0
"1723",0
"1724",0
"1725",0
"1726",201.52518110471
"1727",0
"1728",0
"1729",0
"1730",0
"1731",321.604952229278
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",1.04417192282233
"1744",0
"1745",119.035599201746
"1746",32.3693296074922
"1747",0
"1748",0
"1749",65.7828311378068
"1750",0
"1751",12.530063073868
"1752",0
"1753",0
"1754",0
"1755",0
"1756",0
"1757",0
"1758",0
"1759",0
"1760",0
"1761",0
"1762",10.4417192282233
"1763",0
"1764",0
"1765",73.0920345975631
"1766",0
"1767",0
"1768",1358.46767159185
"1769",0
"1770",0
"1771",0
"1772",28.1926419162029
"1773",0
"1774",9.39754730540097
"1775",0
"1776",0
"1777",242.247886094781
"1778",17.7509226879796
"1779",0
"1780",0
"1781",0
"1782",0
"1783",15.662578842335
"1784",0
"1785",0
"1786",0
"1787",1.04417192282233
"1788",157.669960346172
"1789",619.193950233642
"1790",1044.17192282233
"1791",247.468745708892
"1792",102.328848436588
"1793",0
"1794",157.669960346172
"1795",2.08834384564466
"1796",0
"1797",0
"1798",455.258958350536
"1799",979.433263607346
"1800",436.463863739734
"1801",16.7067507651573
"1802",0
"1803",44.8993926813602
"1804",154.537444577705
"1805",547.146087558901
"1806",279.838075316385
"1807",3.13251576846699
"1808",435.419691816912
"1809",0
"1810",44.8993926813602
"1811",782.084770193926
"1812",208.834384564466
"1813",106.505536127878
"1814",885.457790553336
"1815",0
"1816",0
"1817",211.966900332933
"1818",0
"1819",0
"1820",0
"1821",0
"1822",0
"1823",110.682223819167
"1824",0
"1825",0
"1826",146.184069195126
"1827",0
"1828",1.04417192282233
"1829",0
"1830",0
"1831",0
"1832",265.219668396872
"1833",0
"1834",281.926419162029
"1835",27.1484699933806
"1836",0
"1837",0
"1838",255.822121091471
"1839",0
"1840",12.530063073868
"1841",209.878556487288
"1842",0
"1843",0
"1844",0
"1845",446.905582967957
"1846",892.766994013092
"1847",0
"1848",877.104415170758
"1849",0
"1850",0
"1851",92.9313011311874
"1852",32.3693296074922
"1853",0
"1854",3.13251576846699
"1855",89.7987853627204
"1856",542.969399867612
"1857",0
"1858",0
"1859",0
"1860",32.3693296074922
