"","x"
"1861",0
"1862",0
"1863",6.26503153693398
"1864",139.919037658192
"1865",0
"1866",0
"1867",0
"1868",0
"1869",190.039289953664
"1870",0
"1871",0
"1872",51.1644242182942
"1873",0
"1874",18.7950946108019
"1875",0
"1876",828.028334798108
"1877",0
"1878",9.39754730540097
"1879",618.14977831082
"1880",0
"1881",0
"1882",478.230740652627
"1883",51.1644242182942
"1884",221.364447638334
"1885",5.22085961411165
"1886",0
"1887",85.6220976714311
"1888",0
"1889",0
"1890",0
"1891",0
"1892",0
"1893",0
"1894",37.5901892216039
"1895",0
"1896",97.1079888224767
"1897",2.08834384564466
"1898",0
"1899",7.30920345975631
"1900",0
"1901",0
"1902",0
"1903",0
"1904",29.2368138390252
"1905",0
"1906",0
"1907",0
"1908",0
"1909",4.17668769128932
"1910",0
"1911",104.417192282233
"1912",431.243004125622
"1913",0
"1914",0
"1915",0
"1916",0
"1917",0
"1918",0
"1919",395.741158749663
"1920",0
"1921",150.360756886416
"1922",0
"1923",0
"1924",0
"1925",20.8834384564466
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",0
"1932",5.22085961411165
"1933",3.13251576846699
"1934",0
"1935",320.560780306455
"1936",0
"1937",0
"1938",0
"1939",0
"1940",0
"1941",0
"1942",0
"1943",0
"1944",0
"1945",0
"1946",0
"1947",0
"1948",0
"1949",0
"1950",0
"1951",0
"1952",0
"1953",0
"1954",0
"1955",0
"1956",0
"1957",0
"1958",116.947255356101
"1959",43.8552207585379
"1960",0
"1961",19.8392665336243
"1962",0
"1963",123.212286893035
"1964",0
"1965",357.106797605237
"1966",0
"1967",0
"1968",0
"1969",0
"1970",0
"1971",0
"1972",5.22085961411165
"1973",0
"1974",0
"1975",6.26503153693398
"1976",239.115370326314
"1977",0
"1978",0
"1979",0
"1980",0
"1981",4.17668769128932
"1982",0
"1983",0
"1984",0
"1985",0
"1986",0
"1987",0
"1988",0
"1989",0
"1990",0
"1991",467.789021424404
"1992",7.30920345975631
"1993",0
"1994",0
"1995",0
"1996",0
"1997",0
"1998",0
"1999",363.371829142171
"2000",0
"2001",0
"2002",1.04417192282233
"2003",0
"2004",0
"2005",0
"2006",4.17668769128932
"2007",0
"2008",0
"2009",235.982854557847
"2010",675.579234066048
"2011",322.6491241521
"2012",1428.42719042095
"2013",76.2245503660301
"2014",55.3411119095835
"2015",304.89820146412
"2016",50.1202522954719
"2017",15.662578842335
"2018",591.001308317439
"2019",0
"2020",0
"2021",2.08834384564466
"2022",0
"2023",304.89820146412
"2024",9.39754730540097
"2025",166.023335728751
"2026",0
"2027",1118.30812934272
"2028",16.7067507651573
"2029",80.4012380573194
"2030",824.895819029641
"2031",427.066316434333
"2032",7.30920345975631
"2033",0
"2034",728.832002129987
"2035",218.231931869867
"2036",0
"2037",12.530063073868
"2038",0
"2039",705.860219827895
"2040",0
"2041",44.8993926813602
"2042",0
"2043",1.04417192282233
"2044",7.30920345975631
"2045",71.0036907519185
"2046",635.900700998799
"2047",197.34849341342
"2048",1.04417192282233
"2049",884.413618630514
"2050",177.509226879796
"2051",5.22085961411165
"2052",0
"2053",0
"2054",0
"2055",0
"2056",261.042980705583
"2057",0
"2058",0
"2059",0
"2060",222.408619561156
"2061",0
"2062",2.08834384564466
"2063",0
"2064",0
"2065",0
"2066",0
"2067",0
"2068",0
"2069",0
"2070",0
"2071",512.688414105764
"2072",0
"2073",0
"2074",0
"2075",11.4858911510456
"2076",0
"2077",0
"2078",0
"2079",0
"2080",0
"2081",0
"2082",386.343611444262
"2083",0
"2084",11.4858911510456
"2085",2.08834384564466
"2086",0
"2087",74.1362065203855
"2088",797.747349036261
"2089",0
"2090",7.30920345975631
"2091",26.1042980705583
"2092",0
"2093",0
"2094",7.30920345975631
"2095",0
"2096",0
"2097",0
"2098",0
"2099",177.509226879796
"2100",7.30920345975631
"2101",0
"2102",0
"2103",0
"2104",5.22085961411165
"2105",0
"2106",4.17668769128932
"2107",0
"2108",942.887246308564
"2109",112.770567664812
"2110",38.6343611444262
"2111",467.789021424404
"2112",0
"2113",0
"2114",0
"2115",269.396356088161
"2116",0
"2117",0
"2118",0
"2119",3.13251576846699
"2120",0
"2121",0
"2122",0
"2123",0
"2124",0
"2125",0
"2126",0
"2127",2.08834384564466
"2128",0
"2129",0
"2130",0
"2131",0
"2132",0
"2133",0
"2134",1.04417192282233
"2135",223.452791483979
"2136",0
"2137",0
"2138",0
"2139",0
"2140",0
"2141",0
"2142",0
"2143",0
"2144",3.13251576846699
"2145",132.609834198436
"2146",0
"2147",0
"2148",0
"2149",19.8392665336243
"2150",0
"2151",0
"2152",25.0601261477359
"2153",35.5018453759592
"2154",0
"2155",0
"2156",0
"2157",0
"2158",177.509226879796
"2159",0
"2160",0
"2161",0
"2162",0
"2163",0
"2164",0
"2165",0
"2166",0
"2167",0
"2168",0
"2169",0
"2170",3.13251576846699
"2171",0
"2172",0
"2173",0
"2174",0
"2175",0
"2176",0
"2177",0
"2178",0
"2179",0
"2180",0
"2181",1.04417192282233
"2182",0
"2183",18.7950946108019
"2184",0
"2185",0
"2186",0
"2187",0
"2188",0
"2189",0
"2190",0
"2191",0
"2192",98.1521607452991
"2193",0
"2194",0
"2195",0
"2196",0
"2197",8.35337538257864
"2198",0
"2199",0
"2200",0
"2201",0
"2202",191.083461876486
"2203",0
"2204",0
"2205",0
"2206",85.6220976714311
"2207",1.04417192282233
"2208",0
"2209",0
"2210",0
"2211",0
"2212",0
"2213",0
"2214",0
"2215",0
"2216",0
"2217",0
"2218",589.957136394617
"2219",0
"2220",0
"2221",0
"2222",0
"2223",0
"2224",59.5177996008728
"2225",0
"2226",0
"2227",1081.76211204393
"2228",1095.33634704062
"2229",1096.38051896345
"2230",568.029526015348
"2231",599.354683700018
"2232",157.669960346172
"2233",31.3251576846699
"2234",377.990236061684
"2235",714.213595210474
"2236",549.234431404546
"2237",200.481009181887
"2238",363.371829142171
"2239",0
"2240",16.7067507651573
"2241",370.681032601927
"2242",0
"2243",0
"2244",8.35337538257864
"2245",0
"2246",381.122751830151
"2247",18.7950946108019
"2248",2.08834384564466
"2249",1.04417192282233
"2250",9.39754730540097
"2251",2.08834384564466
"2252",2.08834384564466
"2253",0
"2254",410.359565669176
"2255",0
"2256",203.613524950354
"2257",0
"2258",0
"2259",12.530063073868
"2260",0
"2261",14.6184069195126
"2262",0
"2263",0
"2264",266.263840319694
"2265",250.601261477359
"2266",166.023335728751
"2267",0
"2268",1.04417192282233
"2269",634.856529075977
"2270",0
"2271",0
"2272",1.04417192282233
"2273",406.182877977887
"2274",0
"2275",15.662578842335
"2276",106.505536127878
"2277",4.17668769128932
"2278",0
"2279",7.30920345975631
"2280",0
"2281",0
"2282",222.408619561156
"2283",0
"2284",51.1644242182942
"2285",30.2809857618476
"2286",0
"2287",113.814739587634
"2288",812.365755955773
"2289",0
"2290",232.85033878938
"2291",0
"2292",67.8711749834515
"2293",38.6343611444262
"2294",0
"2295",6.26503153693398
"2296",2.08834384564466
"2297",1.04417192282233
"2298",0
"2299",0
"2300",0
"2301",0
"2302",0
"2303",9.39754730540097
"2304",0
"2305",0
"2306",0
"2307",0
"2308",0
"2309",0
"2310",0
"2311",0
"2312",0
"2313",0
"2314",0
"2315",0
"2316",0
"2317",0
"2318",0
"2319",0
"2320",0
"2321",0
"2322",0
"2323",92.9313011311874
"2324",0
"2325",0
"2326",0
"2327",0
"2328",60.5619715236952
"2329",152.44910073206
"2330",0
"2331",0
"2332",0
"2333",0
"2334",0
"2335",0
"2336",0
"2337",63.6944872921622
"2338",0
"2339",0
"2340",0
"2341",0
"2342",275.661387625095
"2343",0
"2344",0
"2345",1.04417192282233
"2346",0
"2347",0
"2348",0
"2349",0
"2350",0
"2351",0
"2352",0
"2353",0
"2354",0
"2355",2.08834384564466
"2356",0
"2357",0
"2358",0
"2359",0
"2360",0
"2361",0
"2362",0
"2363",1.04417192282233
"2364",79.3570661344971
"2365",2.08834384564466
"2366",0
"2367",0
"2368",0
"2369",0
"2370",0
"2371",0
"2372",0
"2373",0
"2374",0
"2375",0
"2376",0
"2377",326.825811843389
"2378",171.244195342862
"2379",0
"2380",0
"2381",0
"2382",0
"2383",0
"2384",0
"2385",0
"2386",0
"2387",0
"2388",0
"2389",2.08834384564466
"2390",0
"2391",0
"2392",0
"2393",0
"2394",388.431955289907
"2395",0
"2396",0
"2397",140.963209581015
"2398",0
"2399",0
"2400",0
"2401",0
"2402",0
"2403",0
"2404",0
"2405",0
"2406",71.0036907519185
"2407",0
"2408",0
"2409",0
"2410",0
"2411",0
"2412",0
"2413",26.1042980705583
"2414",0
"2415",0
"2416",0
"2417",6.26503153693398
"2418",0
"2419",0
"2420",0
"2421",0
"2422",0
"2423",0
"2424",0
"2425",0
"2426",0
"2427",0
"2428",80.4012380573194
"2429",0
"2430",0
"2431",438.552207585379
"2432",248.512917631715
"2433",335.179187225968
"2434",477.186568729805
"2435",797.747349036261
"2436",2.08834384564466
"2437",845.779257486088
"2438",59.5177996008728
"2439",277.74973147074
"2440",841.602569794798
"2441",3.13251576846699
"2442",0
"2443",0
"2444",0
"2445",0
"2446",134.698178044081
"2447",44.8993926813602
"2448",0
"2449",0
"2450",7.30920345975631
"2451",0
"2452",11.4858911510456
"2453",5.22085961411165
"2454",0
"2455",0
"2456",0
"2457",0
"2458",0
"2459",0
"2460",0
"2461",16.7067507651573
"2462",0
"2463",0
"2464",869.795211711001
"2465",8.35337538257864
"2466",0
"2467",0
"2468",0
"2469",0
"2470",0
"2471",0
"2472",0
"2473",21.9276103792689
"2474",0
"2475",8.35337538257864
"2476",73.0920345975631
"2477",5.22085961411165
"2478",0
"2479",78.3128942116748
"2480",0
"2481",0
"2482",576.382901397926
"2483",0
"2484",0
"2485",0
"2486",0
"2487",0
"2488",11.4858911510456
"2489",0
"2490",0
"2491",0
"2492",17.7509226879796
"2493",186.906774185197
"2494",0
"2495",0
"2496",0
"2497",28.1926419162029
"2498",0
"2499",0
"2500",0
"2501",0
"2502",0
"2503",0
"2504",0
"2505",0
"2506",12.530063073868
"2507",8.35337538257864
"2508",0
"2509",0
"2510",0
"2511",91.8871292083651
"2512",0
"2513",1.04417192282233
"2514",13.5742349966903
"2515",0
"2516",29.2368138390252
"2517",0
"2518",0
"2519",0
"2520",0
"2521",0
"2522",7.30920345975631
"2523",0
"2524",0
"2525",0
"2526",107.5497080507
"2527",43.8552207585379
"2528",3.13251576846699
"2529",119.035599201746
"2530",0
"2531",0
"2532",0
"2533",27.1484699933806
"2534",77.2687222888525
"2535",6.26503153693398
"2536",0
"2537",0
"2538",0
"2539",11.4858911510456
"2540",0
"2541",0
"2542",0
"2543",0
"2544",0
"2545",0
"2546",0
"2547",0
"2548",35.5018453759592
"2549",0
"2550",0
"2551",5.22085961411165
"2552",0
"2553",0
"2554",0
"2555",0
"2556",0
"2557",606.663887159774
"2558",0
"2559",0
"2560",0
"2561",0
"2562",0
"2563",0
"2564",0
"2565",0
"2566",0
"2567",0
"2568",2.08834384564466
"2569",193.171805722131
"2570",0
"2571",0
"2572",0
"2573",0
"2574",14.6184069195126
"2575",0
"2576",3.13251576846699
"2577",54.2969399867612
"2578",0
"2579",10.4417192282233
"2580",0
"2581",0
"2582",2.08834384564466
"2583",316.384092615166
"2584",0
"2585",0
"2586",32.3693296074922
"2587",0
"2588",342.488390685724
"2589",0
"2590",0
"2591",0
"2592",0
"2593",0
"2594",228.67365109809
"2595",0
"2596",0
"2597",0
"2598",0
"2599",0
"2600",0
"2601",0
"2602",0
"2603",0
"2604",0
"2605",0
"2606",0
"2607",0
"2608",0
"2609",341.444218762902
"2610",0
"2611",0
"2612",0
"2613",0
"2614",0
"2615",6.26503153693398
"2616",438.552207585379
"2617",0
"2618",8.35337538257864
"2619",0
"2620",63.6944872921622
"2621",0
"2622",0
"2623",0
"2624",0
"2625",0
"2626",0
"2627",14.6184069195126
"2628",308.030717232587
"2629",286.103106853319
"2630",523.130133333988
"2631",137.830693812548
"2632",0
"2633",0
"2634",24.0159542249136
"2635",92.9313011311874
"2636",456.303130273358
"2637",0
"2638",231.806166866557
"2639",509.555898337297
"2640",0
"2641",0
"2642",18.7950946108019
"2643",0
"2644",340.40004684008
"2645",8.35337538257864
"2646",0
"2647",1.04417192282233
"2648",194.215977644953
"2649",0
"2650",0
"2651",0
"2652",50.1202522954719
"2653",5.22085961411165
"2654",12.530063073868
"2655",0
"2656",138.87486573537
"2657",509.555898337297
"2658",24.0159542249136
"2659",13.5742349966903
"2660",10.4417192282233
"2661",0
"2662",0
"2663",0
"2664",18.7950946108019
"2665",584.736276780505
"2666",0
"2667",0
"2668",414.536253360465
"2669",0
"2670",0
"2671",0
"2672",0
"2673",105.461364205055
"2674",0
"2675",0
"2676",0
"2677",0
"2678",98.1521607452991
"2679",0
"2680",19.8392665336243
"2681",1.04417192282233
"2682",276.705559547918
"2683",0
"2684",0
"2685",0
"2686",0
"2687",0
"2688",0
"2689",0
"2690",202.569353027532
"2691",44.8993926813602
"2692",147.228241117949
"2693",0
"2694",0
"2695",0
"2696",0
"2697",6.26503153693398
"2698",0
"2699",0
"2700",0
"2701",0
"2702",7.30920345975631
"2703",0
"2704",0
"2705",954.37313745961
"2706",0
"2707",16.7067507651573
"2708",28.1926419162029
"2709",0
"2710",0
"2711",0
"2712",0
"2713",0
"2714",11.4858911510456
"2715",0
"2716",0
"2717",18.7950946108019
"2718",17.7509226879796
"2719",0
"2720",0
"2721",0
"2722",0
"2723",113.814739587634
"2724",0
"2725",0
"2726",0
"2727",0
"2728",0
"2729",0
"2730",92.9313011311874
"2731",0
"2732",49.0760803726495
"2733",0
"2734",0
"2735",62.6503153693398
"2736",181.685914571085
"2737",98.1521607452991
"2738",0
"2739",0
"2740",0
"2741",0
"2742",1.04417192282233
"2743",0
"2744",0
"2745",0
"2746",0
"2747",0
"2748",115.903083433279
"2749",19.8392665336243
"2750",0
"2751",0
"2752",0
"2753",0
"2754",0
"2755",0
"2756",0
"2757",71.0036907519185
"2758",1.04417192282233
"2759",0
"2760",116.947255356101
"2761",0
"2762",0
"2763",0
"2764",0
"2765",0
"2766",18.7950946108019
"2767",0
"2768",0
"2769",5.22085961411165
"2770",0
"2771",1.04417192282233
"2772",0
"2773",0
"2774",0
"2775",39.6785330672486
"2776",9.39754730540097
"2777",0
"2778",0
"2779",0
"2780",0
"2781",0
"2782",0
"2783",114.858911510456
"2784",0
"2785",0
"2786",0
"2787",0
"2788",0
"2789",0
"2790",84.5779257486088
"2791",0
"2792",459.435646041825
"2793",0
"2794",0
"2795",0
"2796",95.0196449768321
"2797",0
"2798",0
"2799",0
"2800",0
"2801",0
"2802",0
"2803",0
"2804",0
"2805",0
"2806",0
"2807",0
"2808",0
"2809",0
"2810",0
"2811",0
"2812",0
"2813",173.332539188507
"2814",0
"2815",0
"2816",0
"2817",0
"2818",714.213595210474
"2819",0
"2820",86.6662695942534
"2821",80.4012380573194
"2822",599.354683700018
"2823",160.802476114639
"2824",64.7386592149845
"2825",41.7668769128932
"2826",10.4417192282233
"2827",32.3693296074922
"2828",262.087152628405
"2829",41.7668769128932
"2830",30.2809857618476
"2831",9.39754730540097
"2832",0
"2833",32.3693296074922
"2834",0
"2835",114.858911510456
"2836",277.74973147074
"2837",3.13251576846699
"2838",1.04417192282233
"2839",102.328848436588
"2840",3.13251576846699
"2841",2.08834384564466
"2842",213.011072255755
"2843",377.990236061684
"2844",0
"2845",0
"2846",0
"2847",0
"2848",10.4417192282233
"2849",25.0601261477359
"2850",736.141205589743
"2851",0
"2852",0
"2853",49.0760803726495
"2854",0
"2855",198.392665336243
"2856",1.04417192282233
"2857",109.638051896345
"2858",0
"2859",0
"2860",0
"2861",155.581616500527
"2862",0
"2863",263.131324551227
"2864",1.04417192282233
"2865",0
"2866",0
"2867",0
"2868",15.662578842335
"2869",0
"2870",9.39754730540097
"2871",12.530063073868
"2872",0
"2873",51.1644242182942
"2874",0
"2875",37.5901892216039
"2876",0
"2877",0
"2878",0
"2879",0
"2880",0
"2881",183.77425841673
"2882",208.834384564466
"2883",0
"2884",0
"2885",0
"2886",0
"2887",0
"2888",0
"2889",0
"2890",46.9877365270049
"2891",27.1484699933806
"2892",0
"2893",0
"2894",119.035599201746
"2895",0
"2896",0
"2897",0
"2898",377.990236061684
"2899",0
"2900",0
"2901",0
"2902",0
"2903",0
"2904",6.26503153693398
"2905",0
"2906",17.7509226879796
"2907",4.17668769128932
"2908",0
"2909",3.13251576846699
"2910",0
"2911",0
"2912",0
"2913",0
"2914",0
"2915",0
"2916",0
"2917",12.530063073868
"2918",0
"2919",7.30920345975631
"2920",540.881056021967
"2921",0
"2922",68.9153469062738
"2923",0
"2924",0
"2925",8.35337538257864
"2926",0
"2927",0
"2928",0
"2929",0
"2930",0
"2931",0
"2932",0
"2933",0
"2934",0
"2935",0
"2936",0
"2937",3.13251576846699
"2938",0
"2939",55.3411119095835
"2940",0
"2941",0
"2942",0
"2943",0
"2944",0
"2945",0
"2946",0
"2947",16.7067507651573
"2948",0
"2949",0
"2950",0
"2951",0
"2952",0
"2953",0
"2954",0
"2955",0
"2956",0
"2957",0
"2958",41.7668769128932
"2959",16.7067507651573
"2960",0
"2961",0
"2962",0
"2963",9.39754730540097
"2964",0
"2965",0
"2966",3.13251576846699
"2967",0
"2968",0
"2969",0
"2970",0
"2971",0
"2972",21.9276103792689
"2973",0
"2974",0
"2975",0
"2976",0
"2977",0
"2978",0
"2979",0
"2980",0
"2981",0
"2982",8.35337538257864
"2983",0
"2984",0
"2985",0
"2986",0
"2987",0
"2988",0
"2989",0
"2990",0
"2991",0
"2992",0
"2993",0
"2994",0
"2995",2.08834384564466
"2996",0
"2997",584.736276780505
"2998",201.52518110471
"2999",51.1644242182942
"3000",303.854029541298
"3001",12.530063073868
"3002",1.04417192282233
"3003",59.5177996008728
"3004",128.433146507147
"3005",27.1484699933806
"3006",229.717823020913
"3007",8.35337538257864
"3008",594.133824085906
"3009",2.08834384564466
"3010",36.5460172987816
"3011",90.8429572855427
"3012",0
"3013",0
"3014",0
"3015",0
"3016",0
"3017",0
"3018",177.509226879796
"3019",61.6061434465175
"3020",0
"3021",0
"3022",158.714132268994
"3023",68.9153469062738
"3024",0
"3025",13.5742349966903
"3026",0
"3027",0
"3028",2.08834384564466
"3029",69.9595188290961
"3030",81.4454099801418
"3031",0
"3032",72.0478626747408
"3033",0
"3034",14.6184069195126
"3035",0
"3036",0
"3037",0
"3038",1.04417192282233
"3039",0
"3040",0
"3041",51.1644242182942
"3042",18.7950946108019
"3043",0
"3044",0
"3045",0
"3046",0
"3047",0
"3048",0
"3049",0
"3050",0
"3051",0
"3052",0
"3053",0
"3054",0
"3055",3.13251576846699
"3056",4.17668769128932
"3057",0
"3058",0
"3059",15.662578842335
"3060",0
"3061",0
"3062",0
"3063",0
"3064",0
"3065",0
"3066",0
"3067",0
"3068",200.481009181887
"3069",0
"3070",0
"3071",0
"3072",0
"3073",0
"3074",46.9877365270049
"3075",1.04417192282233
"3076",0
"3077",0
"3078",33.4135015303146
"3079",27.1484699933806
"3080",0
"3081",0
"3082",0
"3083",9.39754730540097
"3084",0
"3085",0
"3086",13.5742349966903
"3087",0
"3088",0
"3089",0
"3090",0
"3091",0
"3092",0
"3093",0
"3094",0
"3095",0
"3096",52.2085961411165
"3097",136.786521889725
"3098",0
"3099",3.13251576846699
"3100",0
"3101",0
"3102",0
"3103",19.8392665336243
"3104",0
"3105",0
"3106",0
"3107",0
"3108",0
"3109",0
"3110",0
"3111",0
"3112",0
"3113",78.3128942116748
"3114",0
"3115",0
"3116",200.481009181887
"3117",0
"3118",0
"3119",0
"3120",0
"3121",44.8993926813602
"3122",0
"3123",0
"3124",0
"3125",0
"3126",0
"3127",49.0760803726495
"3128",0
"3129",0
"3130",0
"3131",0
"3132",0
"3133",0
"3134",0
"3135",0
"3136",0
"3137",0
"3138",0
"3139",0
"3140",0
"3141",0
"3142",0
"3143",0
"3144",0
"3145",0
"3146",0
"3147",0
"3148",0
"3149",0
"3150",0
"3151",0
"3152",0
"3153",0
"3154",0
"3155",0
"3156",0
"3157",0
"3158",0
"3159",0
"3160",0
"3161",0
"3162",0
"3163",0
"3164",0
"3165",0
"3166",0
"3167",30.2809857618476
"3168",684.976781371449
"3169",0
"3170",75.1803784432078
"3171",151.404928809238
"3172",196.304321490598
"3173",0
"3174",242.247886094781
"3175",0
"3176",56.3852838324058
"3177",10.4417192282233
"3178",0
"3179",0
"3180",2.08834384564466
"3181",1.04417192282233
"3182",26.1042980705583
"3183",62.6503153693398
"3184",38.6343611444262
"3185",53.2527680639388
"3186",24.0159542249136
"3187",0
"3188",48.0319084498272
"3189",218.231931869867
"3190",66.8270030606292
"3191",81.4454099801418
"3192",65.7828311378068
"3193",19.8392665336243
"3194",0
"3195",0
"3196",9.39754730540097
"3197",87.7104415170758
"3198",11.4858911510456
"3199",0
"3200",2.08834384564466
"3201",0
"3202",0
"3203",27.1484699933806
"3204",0
"3205",0
"3206",8.35337538257864
"3207",1.04417192282233
"3208",0
"3209",0
"3210",0
"3211",0
"3212",13.5742349966903
"3213",0
"3214",0
"3215",34.4576734531369
"3216",10.4417192282233
"3217",0
"3218",20.8834384564466
"3219",15.662578842335
"3220",0
"3221",16.7067507651573
"3222",88.7546134398981
"3223",0
"3224",0
"3225",0
"3226",0
"3227",0
"3228",0
"3229",0
"3230",5.22085961411165
"3231",0
"3232",34.4576734531369
"3233",0
"3234",0
"3235",6.26503153693398
"3236",811.321584032951
"3237",0
"3238",0
"3239",0
"3240",0
"3241",0
"3242",2.08834384564466
"3243",0
"3244",0
"3245",0
"3246",83.5337538257864
"3247",0
"3248",0
"3249",0
"3250",0
"3251",0
"3252",0
"3253",0
"3254",0
"3255",0
"3256",0
"3257",0
"3258",57.4294557552282
"3259",0
"3260",0
"3261",0
"3262",0
"3263",0
"3264",0
"3265",0
"3266",0
"3267",0
"3268",8.35337538257864
"3269",270.440528010984
"3270",0
"3271",0
"3272",0
"3273",0
"3274",0
"3275",0
"3276",0
"3277",0
"3278",71.0036907519185
"3279",0
"3280",3.13251576846699
"3281",4.17668769128932
"3282",1.04417192282233
"3283",0
"3284",0
"3285",0
"3286",0
"3287",0
"3288",27.1484699933806
"3289",0
"3290",0
"3291",0
"3292",0
"3293",231.806166866557
"3294",0
"3295",0
"3296",10.4417192282233
"3297",0
"3298",0
"3299",0
"3300",3.13251576846699
"3301",0
"3302",0
"3303",77.2687222888525
"3304",0
"3305",0
"3306",2.08834384564466
"3307",0
"3308",0
"3309",0
"3310",0
"3311",10.4417192282233
"3312",0
"3313",0
"3314",0
"3315",0
"3316",49.0760803726495
"3317",14.6184069195126
"3318",0
"3319",0
"3320",48.0319084498272
"3321",0
"3322",0
"3323",0
"3324",0
"3325",0
"3326",6.26503153693398
"3327",0
"3328",0
"3329",184.818430339552
"3330",55.3411119095835
"3331",0
"3332",0
"3333",29.2368138390252
"3334",0
"3335",0
"3336",111.726395741989
"3337",244.336229940425
"3338",368.592688756283
"3339",4.17668769128932
"3340",81.4454099801418
"3341",61.6061434465175
"3342",52.2085961411165
"3343",111.726395741989
"3344",5.22085961411165
"3345",0
"3346",0
"3347",8.35337538257864
"3348",0
"3349",0
"3350",0
"3351",0
"3352",0
"3353",33.4135015303146
"3354",0
"3355",0
"3356",0
"3357",4.17668769128932
"3358",0
"3359",0
"3360",0
"3361",30.2809857618476
"3362",0
"3363",0
"3364",0
"3365",171.244195342862
"3366",0
"3367",0
"3368",14.6184069195126
"3369",28.1926419162029
"3370",0
"3371",15.662578842335
"3372",0
"3373",0
"3374",2.08834384564466
"3375",0
"3376",0
"3377",0
"3378",36.5460172987816
"3379",126.344802661502
"3380",0
"3381",0
"3382",0
"3383",0
"3384",0
"3385",35.5018453759592
"3386",0
"3387",0
"3388",0
"3389",0
"3390",0
"3391",8.35337538257864
"3392",0
"3393",0
"3394",0
"3395",53.2527680639388
"3396",0
"3397",0
"3398",26.1042980705583
"3399",0
"3400",0
"3401",0
"3402",0
"3403",0
"3404",0
"3405",0
"3406",0
"3407",0
"3408",0
"3409",0
"3410",0
"3411",0
"3412",8.35337538257864
"3413",19.8392665336243
"3414",0
"3415",0
"3416",0
"3417",0
"3418",0
"3419",0
"3420",13.5742349966903
"3421",0
"3422",0
"3423",0
"3424",0
"3425",0
"3426",87.7104415170758
"3427",1.04417192282233
"3428",0
"3429",0
"3430",0
"3431",0
"3432",0
"3433",0
"3434",0
"3435",0
"3436",0
"3437",0
"3438",0
"3439",0
"3440",0
"3441",0
"3442",0
"3443",0
"3444",0
"3445",0
"3446",59.5177996008728
"3447",17.7509226879796
"3448",0
"3449",0
"3450",0
"3451",0
"3452",0
"3453",0
"3454",4.17668769128932
"3455",0
"3456",0
"3457",0
"3458",4.17668769128932
"3459",0
"3460",0
"3461",31.3251576846699
"3462",0
"3463",37.5901892216039
"3464",0
"3465",0
"3466",2.08834384564466
"3467",0
"3468",0
"3469",0
"3470",0
"3471",0
"3472",0
"3473",0
"3474",0
"3475",1.04417192282233
"3476",0
"3477",75.1803784432078
"3478",0
"3479",0
"3480",56.3852838324058
"3481",8.35337538257864
"3482",0
"3483",0
"3484",41.7668769128932
"3485",0
"3486",0
"3487",0
"3488",0
"3489",0
"3490",0
"3491",6.26503153693398
"3492",0
"3493",0
"3494",51.1644242182942
"3495",14.6184069195126
"3496",11.4858911510456
"3497",0
"3498",0
"3499",46.9877365270049
"3500",0
"3501",10.4417192282233
"3502",8.35337538257864
"3503",37.5901892216039
"3504",0
"3505",5.22085961411165
"3506",14.6184069195126
"3507",0
"3508",0
"3509",14.6184069195126
"3510",3.13251576846699
"3511",0
"3512",14.6184069195126
"3513",0
"3514",0
"3515",0
"3516",8.35337538257864
"3517",22.9717823020913
"3518",3.13251576846699
"3519",55.3411119095835
"3520",0
"3521",0
"3522",0
"3523",85.6220976714311
"3524",0
"3525",0
"3526",0
"3527",0
"3528",0
"3529",11.4858911510456
"3530",0
"3531",0
"3532",0
"3533",0
"3534",0
"3535",3.13251576846699
"3536",0
"3537",0
"3538",0
"3539",78.3128942116748
"3540",0
"3541",14.6184069195126
"3542",10.4417192282233
"3543",0
"3544",0
"3545",0
"3546",0
"3547",0
"3548",0
"3549",0
"3550",0
"3551",1.04417192282233
"3552",0
"3553",0
"3554",0
"3555",0
"3556",20.8834384564466
"3557",0
"3558",0
"3559",0
"3560",0
"3561",0
"3562",0
"3563",0
"3564",0
"3565",0
"3566",0
"3567",0
"3568",168.111679574395
"3569",8.35337538257864
"3570",11.4858911510456
"3571",0
"3572",57.4294557552282
"3573",0
"3574",170.20002342004
"3575",0
"3576",0
"3577",0
"3578",0
"3579",0
"3580",0
"3581",0
"3582",0
"3583",0
"3584",0
"3585",0
"3586",0
"3587",0
"3588",0
"3589",0
"3590",0
"3591",0
"3592",0
"3593",0
"3594",0
"3595",0
"3596",0
"3597",0
"3598",0
"3599",0
"3600",0
"3601",0
"3602",0
"3603",0
"3604",0
"3605",0
"3606",0
"3607",16.7067507651573
"3608",0
"3609",0
"3610",0
"3611",6.26503153693398
"3612",0
"3613",5.22085961411165
"3614",0
"3615",0
"3616",0
"3617",0
"3618",0
"3619",0
"3620",0
"3621",0
"3622",0
"3623",0
"3624",0
"3625",0
"3626",0
"3627",2.08834384564466
"3628",0
"3629",0
"3630",0
"3631",0
"3632",171.244195342862
"3633",0
"3634",0
"3635",0
"3636",0
"3637",0
"3638",1.04417192282233
"3639",0
"3640",0
"3641",0
"3642",106.505536127878
"3643",0
"3644",8.35337538257864
"3645",0
"3646",0
"3647",0
"3648",0
"3649",0
"3650",0
"3651",7.30920345975631
"3652",88.7546134398981
"3653",168.111679574395
"3654",71.0036907519185
"3655",24.0159542249136
"3656",0
