"year","overall","to","pos","gp","ps"
2001,66,2006,"C",18,0
2001,67,2001,"RW",0,0
2001,68,2004,"D",3,0
2001,69,2001,"C",0,0
2001,70,2001,"C",0,0
2001,71,2019,"LW",1001,64.3
2001,72,2008,"C/LW",6,0
2001,73,2023,"G",709,130.6
2001,74,2001,"D",0,0
2001,75,2001,"RW",0,0
2001,76,2001,"C",0,0
2001,77,2001,"LW",0,0
2001,78,2001,"D",0,0
2001,79,2009,"C",116,0
2001,80,2006,"G",24,2.7
2001,81,2001,"D",0,0
2001,82,2015,"D",372,14.8
2001,83,2001,"RW",0,0
2001,84,2001,"D",0,0
2001,85,2013,"D",291,13.3
2001,86,2008,"D",8,0.2
2001,87,2001,"C",0,0
2001,88,2001,"C",0,0
2001,89,2001,"G",0,0
2001,90,2004,"RW",4,0
2001,91,2001,"RW",0,0
2001,92,2001,"RW",0,0
2001,93,2015,"LW",506,4
2001,94,2010,"RW",199,3.4
2001,95,2018,"LW",939,71.1
2001,96,2001,"D",0,0
2001,97,2007,"RW",1,0
2001,98,2017,"RW",723,9.8
2001,99,2015,"G",287,42.3
2001,100,2001,"D",0,0
2001,101,2001,"C",0,0
2001,102,2002,"LW",17,0
2001,103,2002,"RW",8,0.6
2001,104,2001,"D",0,0
2001,105,2001,"D",0,0
2001,106,2016,"D",789,67.7
2001,107,2008,"G",3,0
2001,108,2007,"RW",1,0
2001,109,2002,"D",1,0.2
2001,110,2015,"G",10,0.6
2001,111,2001,"G",0,0
2001,112,2001,"C",0,0
2001,113,2007,"D",10,0
2001,114,2001,"RW",0,0
2001,115,2001,"D",0,0
2001,116,2011,"D",15,0.8
2001,117,2001,"RW",0,0
2001,118,2001,"D",0,0
2001,119,2001,"LW",0,0
2001,120,2006,"C",126,5.2
2001,121,2014,"G",6,0.6
2001,122,2001,"RW",0,0
2001,123,2001,"RW",0,0
2001,124,2001,"LW",0,0
2001,125,2001,"RW",0,0
2001,126,2001,"C",0,0
2001,127,2010,"D",315,12.9
2001,128,2001,"RW",0,0
2001,129,2001,"D",0,0
2001,130,2001,"LW",0,0
2001,131,2001,"C",0,0
2001,132,2001,"G",0,0
2001,133,2007,"G",128,16.5
2001,134,2013,"C",489,22.3
2001,135,2012,"LW",56,1.1
2001,136,2001,"G",0,0
2001,137,2011,"C",96,1.3
2001,138,2001,"D",0,0
2001,139,2001,"RW",0,0
2001,140,2009,"C",89,1
2001,141,2006,"W",1,0.1
2001,142,2001,"LW",0,0
2001,143,2001,"LW",0,0
2001,144,2015,"C/RW",405,1.8
2001,145,2001,"D",0,0
2001,146,2007,"D",14,0
2001,147,2001,"RW",0,0
2001,148,2001,"C",0,0
2001,149,2001,"D",0,0
2001,150,2001,"G",0,0
2001,151,2018,"D",808,55.3
2001,152,2001,"G",0,0
2001,153,2001,"D",0,0
2001,154,2001,"C",0,0
2001,155,2001,"LW",0,0
2001,156,2001,"D",0,0
2001,157,2001,"RW",0,0
2001,158,2001,"G",0,0
2001,159,2001,"C",0,0
2001,160,2001,"D",0,0
2001,161,2022,"G",670,116.9
2001,162,2001,"D",0,0
2001,163,2003,"RW",71,0.2
2001,164,2001,"C",0,0
2001,165,2001,"C",0,0
2001,166,2004,"G",8,1
2001,167,2001,"D",0,0
2001,168,2008,"D",40,0.7
2001,169,2001,"C",0,0
2001,170,2001,"D",0,0
2001,171,2001,"C",0,0
2001,172,2018,"D",859,49.1
2001,173,2001,"C",0,0
2001,174,2001,"LW",0,0
2001,175,2015,"LW",491,32.1
2001,176,2016,"D",836,70.7
2001,177,2001,"C",0,0
2001,178,2001,"D",0,0
2001,179,2014,"D",459,13.4
2001,180,2001,"RW",0,0
2001,181,2001,"G",0,0
2001,182,2009,"LW",18,0.2
2001,183,2001,"RW",0,0
2001,184,2001,"RW",0,0
2001,185,2001,"D",0,0
2001,186,2001,"D",0,0
2001,187,2001,"C",0,0
2001,188,2001,"D",0,0
2001,189,2004,"G",125,19.1
2001,190,2001,"D",0,0
2001,191,2001,"LW",0,0
2001,192,2018,"C",951,57.2
2001,193,2018,"C",776,27.8
2001,194,2001,"RW",0,0
2001,195,2001,"G",0,0
2001,196,2004,"C/RW",8,0.1
2001,197,2001,"D",0,0
2001,198,2001,"C",0,0
2001,199,2001,"D",0,0
2001,200,2001,"LW",0,0
2001,201,2001,"C",0,0
2001,202,2011,"LW",277,0
2001,203,2001,"D",0,0
2001,204,2001,"C",0,0
2001,205,2001,"D",0,0
2001,206,2001,"C",0,0
2001,207,2001,"RW",0,0
2001,208,2001,"D",0,0
2001,209,2006,"G",1,0
2001,210,2001,"G",0,0
2001,211,2001,"D",0,0
2001,212,2008,"C",59,2.4
2001,213,2001,"G",0,0
2001,214,2010,"G",272,48.2
2001,215,2001,"C",0,0
2001,216,2001,"RW",0,0
2001,217,2001,"G",0,0
2001,218,2001,"D",0,0
2001,219,2001,"LW",0,0
2001,220,2015,"LW",501,14.9
2001,221,2018,"D",850,44.8
2001,222,2001,"D",0,0
2001,223,2010,"RW",156,6.7
2001,224,2004,"C",6,0.2
2002,1,2018,"LW",1060,102.6
2002,2,2018,"G",649,116
2002,3,2020,"D",1240,83
2002,4,2013,"D",535,47.4
2002,5,2014,"D",481,39.3
2002,6,2018,"LW",759,29.4
2002,7,2016,"LW",701,45.5
2002,8,2014,"C",593,36
2002,9,2006,"C",3,0
2002,10,2016,"LW",593,5.6
2002,11,2015,"D",604,33
2002,12,2013,"D",488,16
2002,13,2016,"LW",650,65.5
2002,14,2016,"LW",711,32.7
2002,15,2002,"C",0,0
2002,16,2007,"C",66,0.2
2002,17,2017,"C",706,5.2
2002,18,2014,"D",234,13.4
2002,19,2002,"C",0,0
2002,20,2016,"LW",582,15.6
2002,21,2013,"D",289,21.1
2002,22,2015,"LW",506,16.6
2002,23,2014,"LW",407,6.9
2002,24,2020,"C",1018,64.7
2002,25,2019,"G",701,113.8
2002,26,2002,"D",0,0
2002,27,2002,"RW",0,0
2002,28,2006,"RW",1,0
2002,29,2008,"G",61,7.1
2002,30,2015,"C",584,9.2
2002,31,2012,"G",62,9.4
2002,32,2002,"LW",0,0
2002,33,2002,"C",0,0
2002,34,2009,"G",11,0.8
2002,35,2002,"D",0,0
2002,36,2016,"C",872,34.1
2002,37,2013,"C",207,3.1
2002,38,2014,"G",151,27.3
2002,39,2002,"C",0,0
2002,40,2008,"C",46,0
2002,41,2015,"C",150,2.4
2002,42,2002,"C",0,0
2002,43,2020,"D",1058,62.3
2002,44,2017,"D",615,24.3
2002,45,2002,"D",0,0
2002,46,2011,"G",22,2.4
2002,47,2007,"C",6,0.1
2002,48,2002,"RW",0,0
2002,49,2002,"D",0,0
2002,50,2002,"LW",0,0
2002,51,2002,"D",0,0
2002,52,2002,"D",0,0
2002,53,2009,"RW",20,0
2002,54,2022,"D",1256,117
2002,55,2002,"D",0,0
2002,56,2002,"LW",0,0
2002,57,2018,"C",1003,33.6
2002,58,2017,"C",708,47.7
2002,59,2002,"G",0,0
2002,60,2002,"LW",0,0
2002,61,2020,"D",725,49
2002,62,2002,"C",0,0
2002,63,2016,"LW",657,32.1
2002,64,2006,"LW",8,0
2002,65,2010,"D",163,3.9
2002,66,2006,"RW",10,0.1
2002,67,2016,"LW",803,8
2002,68,2009,"D",11,0.4
2002,69,2012,"C",387,14.7
2002,70,2011,"D",46,1.7
2002,71,2002,"D",0,0
2002,72,2002,"RW",0,0
2002,73,2007,"G",11,0.7
2002,74,2002,"G",0,0
2002,75,2002,"C",0,0
2002,76,2002,"LW",0,0
2002,77,2002,"D",0,0
2002,78,2002,"D",0,0
2002,79,2002,"LW",0,0
2002,80,2008,"D",106,0.7
2002,81,2002,"LW",0,0
2002,82,2002,"D",0,0
2002,83,2002,"G",0,0
2002,84,2002,"D",0,0
2002,85,2002,"LW",0,0
2002,86,2002,"RW",0,0
2002,87,2021,"C",925,43.3
2002,88,2002,"D",0,0
2002,89,2002,"C",0,0
2002,90,2013,"C",536,24.1
2002,91,2002,"D",0,0
2002,92,2002,"C",0,0
2002,93,2002,"LW",0,0
2002,94,2002,"D",0,0
2002,95,2021,"C",1056,47.7
2002,96,2002,"LW",0,0
2002,97,2002,"RW",0,0
2002,98,2002,"LW",0,0
2002,99,2002,"LW",0,0
2002,100,2002,"C",0,0
2002,101,2002,"D",0,0
2002,102,2013,"RW",103,2.1
2002,103,2002,"C",0,0
2002,104,2014,"D",226,5.2
2002,105,2002,"D",0,0
2002,106,2002,"D",0,0
2002,107,2002,"D",0,0
2002,108,2002,"RW",0,0
2002,109,2002,"LW",0,0
2002,110,2002,"C",0,0
2002,111,2002,"C",0,0
2002,112,2002,"RW",0,0
2002,113,2002,"C/LW",0,0
2002,114,2002,"RW",0,0
2002,115,2002,"LW",0,0
2002,116,2015,"RW",416,4.4
2002,117,2014,"RW",336,0
2002,118,2002,"C",0,0
2002,119,2002,"D",0,0
2002,120,2002,"D",0,0
2002,121,2002,"G",0,0
2002,122,2002,"D",0,0
2002,124,2002,"D",0,0
2002,125,2002,"D",0,0
2002,126,2002,"RW",0,0
2002,127,2016,"D",205,6.7
2002,128,2007,"RW",43,0.5
2002,129,2017,"D",655,40
2002,130,2002,"RW",0,0
2002,131,2002,"D",0,0
2002,132,2011,"RW",90,0
2002,133,2006,"C",146,5.2
2002,134,2002,"D",0,0
2002,135,2002,"G",0,0
2002,136,2002,"LW",0,0
2002,137,2009,"C",16,0.1
2002,138,2002,"C",0,0
2002,139,2014,"C",76,0.5
2002,140,2002,"RW",0,0
2002,141,2002,"C",0,0
2002,142,2002,"C",0,0
2002,143,2002,"LW",0,0
2002,144,2002,"D",0,0
2002,145,2002,"G",0,0
2002,146,2002,"C",0,0
2002,147,2002,"C",0,0
2002,148,2002,"G",0,0
2002,149,2002,"C",0,0
2002,150,2002,"RW",0,0
2002,151,2006,"G",1,0
2002,152,2002,"RW",0,0
2002,153,2002,"G",0,0
2002,154,2002,"D",0,0
2002,155,2002,"C",0,0
2002,156,2016,"D",552,44.8
2002,157,2002,"D",0,0
2002,158,2002,"C",0,0
2002,159,2002,"RW",0,0
2002,160,2002,"G",0,0
2002,161,2002,"G",0,0
2002,162,2002,"D",0,0
2002,163,2002,"D",0,0
2002,164,2008,"G",1,0.2
2002,165,2002,"C",0,0
2002,166,2002,"G",0,0
2002,167,2002,"C",0,0
2002,168,2002,"RW",0,0
2002,169,2002,"D",0,0
2002,170,2002,"D",0,0
2002,171,2002,"G",0,0
2002,172,2019,"G",35,3.5
2002,173,2002,"D",0,0
2002,174,2002,"RW",0,0
2002,175,2008,"RW",56,1
2002,176,2021,"G",249,35.2
2002,177,2002,"D",0,0
2002,178,2002,"C",0,0
2002,179,2002,"C/LW",0,0
2002,180,2002,"C",0,0
2002,181,2004,"D",3,0.1
2002,182,2012,"C",31,0
2002,183,2014,"D",323,19.4
2002,184,2007,"RW",74,1.9
2002,185,2002,"RW",0,0
2002,186,2002,"G",0,0
2002,187,2002,"C",0,0
2002,188,2002,"D",0,0
2002,189,2002,"D",0,0
2002,190,2012,"C",118,0
2002,191,2013,"D",503,35.2
2002,192,2002,"D",0,0
2002,193,2008,"D",1,0
2002,194,2002,"C",0,0
2002,195,2002,"D",0,0
2002,196,2002,"G",0,0
2002,197,2002,"C",0,0
2002,198,2011,"D",65,2.4
2002,199,2011,"C",36,1.1
2002,200,2002,"LW",0,0
2002,201,2002,"LW",0,0
2002,202,2002,"C/RW",0,0
2002,203,2002,"D",0,0
2002,204,2002,"C",0,0
2002,205,2002,"LW",0,0
2002,206,2015,"RW",49,1.3
2002,207,2002,"D",0,0
2002,208,2003,"D",14,0.2
2002,209,2002,"LW",0,0
2002,210,2002,"D",0,0
2002,211,2002,"LW",0,0
2002,212,2006,"RW",7,0
2002,213,2009,"G",100,12.6
2002,214,2002,"LW",0,0
2002,215,2002,"D",0,0
2002,216,2002,"LW",0,0
2002,217,2010,"D",59,0.1
2002,218,2010,"RW",31,0
2002,219,2002,"G",0,0
2002,220,2002,"G",0,0
2002,221,2002,"C",0,0
2002,222,2002,"RW",0,0
2002,223,2002,"LW",0,0
2002,224,2002,"C",0,0
2003,1,2025,"G",1051,182.9
2003,2,2023,"C",1365,115.2
2003,3,2014,"RW",627,49.5
2003,4,2011,"W",421,27.1
2003,5,2019,"LW",1029,95.9
2003,6,2017,"RW",747,48.8
2003,7,2025,"D",1526,132.2
2003,8,2021,"D",983,47.7
2003,9,2019,"D",1048,86.6
2003,10,2012,"LW",398,25.8
2003,11,2024,"C",1321,101.2
2003,12,2011,"RW",2,0
2003,13,2022,"RW",1296,72.8
2003,14,2020,"D",1114,88.5
2003,15,2010,"C",252,9.5
2003,16,2018,"RW",637,21.6
2003,17,2024,"LW",1254,108.2
2003,18,2019,"RW",652,23.9
2003,19,2022,"C",1157,106.5
2003,20,2025,"RW",1497,155.5
2003,21,2017,"D",673,25
2003,22,2012,"C",192,4
2003,23,2019,"C",1001,59.1
2003,24,2016,"C",749,50.2
2003,25,2012,"RW",262,5.7
2003,26,2022,"C",871,22.3
2003,27,2011,"LW",242,3.9
2003,28,2025,"RW",1392,111.4
2003,29,2019,"RW",633,25.5
2003,30,2011,"D",20,0.5
2003,31,2008,"D",49,0
2003,32,2010,"C",35,0.2
2003,33,2022,"LW",1050,64
2003,34,2003,"D",0,0
2003,35,2003,"LW",0,0
2003,36,2007,"LW",5,0
2003,37,2017,"D",627,33.4
2003,38,2010,"C",232,3.1
2003,39,2008,"D",1,0
2003,40,2003,"C",0,0
2003,41,2011,"D",122,0.5
2003,42,2009,"C",16,0
2003,43,2012,"C",23,0
2003,44,2007,"RW",17,0.3
2003,45,2023,"C",1294,125.5
2003,46,2009,"C",256,6.1
2003,47,2017,"D",730,54.2
2003,48,2003,"RW",0,0
2003,49,2021,"D",1038,118.9
2003,50,2008,"D",1,0.2
2003,51,2017,"RW",148,3.4
2003,52,2020,"G",488,90
2003,53,2003,"C",0,0
2003,54,2015,"RW",445,2.4
2003,55,2011,"LW",20,0
2003,56,2012,"C",334,11.5
2003,57,2003,"D",0,0
2003,58,2011,"C",57,0
2003,59,2006,"D",34,0
2003,60,2003,"RW",0,0
2003,61,2015,"C",614,7.4
2003,62,2021,"C",965,64.4
2003,63,2011,"D",7,0.6
2003,64,2020,"G",543,90.4
2003,65,2003,"LW",0,0
2003,66,2006,"RW",1,0
2003,67,2003,"LW",0,0
2003,68,2012,"LW",166,0
2003,69,2015,"C",359,1.9
2003,70,2008,"RW",5,0
2003,71,2003,"D",0,0
2003,72,2003,"LW",0,0
2003,73,2015,"LW",429,7.6
2003,74,2017,"LW",552,32.3
2003,75,2003,"C",0,0
2003,76,2003,"D",0,0
2003,77,2003,"C",0,0
2003,78,2010,"C",2,0
2003,79,2013,"D",308,8.4
2003,80,2003,"C",0,0
2003,81,2008,"RW",55,1.1
2003,82,2003,"G",0,0
2003,83,2003,"RW",0,0
2003,84,2003,"G",0,0
2003,85,2012,"D",253,12
2003,86,2003,"RW",0,0
2003,87,2011,"C",126,4
2003,88,2008,"D",1,0
2003,89,2003,"RW",0,0
2003,90,2003,"D",0,0
2003,91,2003,"LW",0,0
2003,92,2014,"D",131,6.2
2003,93,2003,"C",0,0
2003,94,2012,"RW",257,2
2003,95,2003,"RW",0,0
2003,96,2003,"G",0,0
2003,97,2003,"LW",0,0
2003,98,2003,"C",0,0
2003,99,2003,"D",0,0
2003,100,2003,"D",0,0
2003,101,2003,"LW",0,0
2003,102,2003,"D",0,0
2003,103,2003,"LW",0,0
2003,104,2012,"C",116,0.3
2003,105,2008,"D",5,0.2
2003,106,2015,"D",627,29.8
2003,107,2012,"RW",97,1.4
2003,108,2003,"C",0,0
2003,109,2003,"LW",0,0
2003,110,2003,"D",0,0
2003,111,2008,"C/LW",6,0
2003,112,2013,"RW",2,0
2003,113,2011,"C",9,0
2003,114,2003,"D",0,0
2003,115,2003,"C",0,0
2003,116,2012,"RW",23,0
2003,117,2003,"G",0,0
2003,118,2003,"D",0,0
2003,119,2003,"D",0,0
2003,120,2003,"RW",0,0
2003,121,2014,"LW",202,1.6
2003,122,2016,"D",130,5.9
2003,123,2003,"LW",0,0
2003,124,2003,"D",0,0
2003,125,2003,"RW",0,0
2003,126,2003,"G",0,0
2003,127,2015,"C",65,0
2003,128,2003,"LW",0,0
2003,129,2003,"C",0,0
2003,130,2003,"RW",0,0
2003,131,2003,"RW",0,0
2003,132,2018,"D",586,34.2
2003,133,2003,"G",0,0
2003,134,2003,"RW",0,0
2003,135,2003,"D",0,0
2003,136,2003,"D",0,0
2003,137,2016,"D",186,0
2003,138,2003,"RW",0,0
2003,139,2003,"G",0,0
2003,140,2003,"G",0,0
2003,141,2003,"RW",0,0
2003,142,2003,"D",0,0
2003,143,2010,"RW",10,0
2003,144,2003,"G",0,0
2003,145,2012,"LW",30,0.6
2003,146,2003,"C",0,0
2003,147,2003,"RW",0,0
2003,148,2019,"RW",911,47.5
2003,149,2011,"LW",212,8.6
2003,150,2003,"D",0,0
2003,151,2009,"D",159,5.7
2003,152,2008,"C",4,0.1
2003,153,2003,"G",0,0
2003,154,2003,"RW",0,0
2003,155,2003,"C",0,0
2003,156,2003,"C",0,0
2003,157,2003,"RW",0,0
2003,158,2017,"C",548,12
2003,159,2008,"G",1,0
2003,160,2003,"RW",0,0
2003,161,2003,"RW",0,0
2003,162,2003,"D",0,0
2003,163,2022,"C",869,19.3
2003,164,2003,"C",0,0
2003,165,2003,"C",0,0
2003,166,2003,"D",0,0
2003,167,2003,"D",0,0
2003,168,2019,"D",624,30.8
2003,169,2003,"D",0,0
2003,170,2003,"LW",0,0
2003,171,2003,"C",0,0
2003,172,2003,"D",0,0
2003,173,2003,"C",0,0
2003,174,2004,"C",57,0
2003,175,2003,"LW",0,0
2003,176,2003,"C",0,0
2003,177,2003,"G",0,0
2003,178,2003,"RW",0,0
2003,179,2003,"D",0,0
2003,180,2009,"G",2,0.1
2003,181,2003,"C",0,0
2003,182,2013,"D",418,11.4
2003,183,2022,"C",844,3.1
2003,184,2003,"LW",0,0
2003,185,2013,"LW",10,0
2003,186,2017,"LW",571,6.3
2003,187,2003,"G",0,0
2003,188,2012,"D",39,1.2
2003,189,2003,"C",0,0
2003,190,2003,"D",0,0
2003,191,2003,"G",0,0
2003,192,2006,"D",5,0
2003,193,2003,"G",0,0
2003,194,2003,"D",0,0
2003,195,2011,"D",2,0
2003,196,2003,"D",0,0
2003,197,2003,"G",0,0
2003,198,2007,"LW",2,0
2003,199,2004,"G",8,1
2003,200,2003,"D",0,0
2003,201,2003,"RW",0,0
2003,202,2010,"D",167,7
2003,203,2003,"C",0,0
2003,204,2003,"LW",0,0
2003,205,2024,"C",1332,130.1
2003,206,2003,"RW",0,0
2003,207,2003,"D",0,0
2003,208,2003,"C",0,0
2003,209,2015,"D",78,2.7
2003,210,2003,"D",0,0
2003,211,2011,"G",7,0.9
2003,212,2003,"D",0,0
2003,213,2003,"G",0,0
2003,214,2019,"C",917,23.2
2003,215,2013,"D",66,1.7
2003,216,2003,"F",0,0
2003,217,2003,"D",0,0
2003,218,2003,"C",0,0
2003,219,2003,"C",0,0
2003,220,2011,"RW",32,1.5
2003,221,2003,"LW",0,0
2003,222,2003,"C",0,0
2003,223,2003,"C",0,0
2003,224,2006,"G",2,0.1
2004,1,2025,"LW",1491,213.8
2004,2,2025,"C",1213,155.2
2004,3,2013,"D",310,15.1
2004,4,2022,"LW",1001,59.3
2004,5,2024,"RW",1172,100
2004,6,2018,"G",169,23.7
2004,7,2014,"LW",365,9.8
2004,8,2010,"LW",67,0
2004,9,2016,"D",583,15.1
2004,10,2010,"D",80,0.2
2004,11,2008,"RW",5,0
2004,12,2004,"D",0,0
2004,13,2019,"RW",841,43.6
2004,14,2021,"G",542,93.8
2004,15,2022,"RW",524,41.8
2004,16,2012,"C",245,1.6
2004,17,2009,"G",6,0
2004,18,2016,"C",482,4.3
2004,19,2017,"LW",609,14.8
2004,20,2021,"C",1037,52.4
2004,21,2013,"LW",451,26.8
2004,22,2009,"RW",16,0.3
2004,23,2015,"D",645,41.7
2004,24,2009,"LW",2,0
2004,25,2011,"C",114,4.3
2004,26,2022,"G",410,74.9
2004,27,2016,"D",409,20
2004,28,2015,"D",325,10.2
2004,29,2020,"D",880,84.8
2004,30,2004,"D",0,0
2004,31,2004,"LW",0,0
2004,32,2016,"C",433,20.3
2004,33,2013,"C",51,0
2004,34,2004,"D",0,0
2004,35,2004,"D",0,0
2004,36,2004,"C",0,0
2004,37,2004,"G",0,0
2004,38,2017,"G",83,10.6
2004,39,2004,"D",0,0
2004,40,2009,"D",1,0
2004,41,2017,"LW",395,14
2004,42,2004,"LW",0,0
2004,43,2008,"D",9,0.1
2004,44,2004,"D",0,0
2004,45,2004,"C",0,0
2004,46,2008,"RW",3,0
2004,47,2022,"RW",909,25.4
2004,48,2012,"LW",14,0
2004,49,2021,"C",597,27
2004,50,2010,"RW",135,2.6
2004,51,2004,"C",0,0
2004,52,2011,"RW",11,0
2004,53,2018,"LW",530,24.5
2004,54,2004,"C",0,0
2004,55,2012,"RW",67,1.2
2004,56,2017,"D",592,20.1
2004,57,2004,"LW",0,0
2004,58,2004,"D",0,0
2004,59,2004,"D",0,0
2004,60,2019,"C",823,42.8
2004,61,2024,"D",1078,85.5
2004,62,2004,"C",0,0
2004,63,2023,"C",1032,84
2004,64,2009,"RW",24,0
2004,65,2004,"LW",0,0
2004,66,2012,"D",176,8.9
2004,67,2014,"RW",113,3.1
2004,68,2008,"LW",2,0
2004,69,2010,"D",16,0.3
2004,70,2016,"LW",486,8.6
2004,71,2022,"D",842,52
2004,72,2004,"RW",0,0
2004,73,2004,"RW",0,0
2004,74,2004,"D",0,0
2004,75,2013,"C",207,3.1
2004,76,2009,"D",1,0
2004,77,2004,"LW",0,0
2004,78,2010,"C",32,0.6
2004,79,2017,"D",360,13.4
2004,80,2004,"C",0,0
2004,81,2004,"C",0,0
2004,82,2004,"C",0,0
2004,83,2004,"LW",0,0
2004,84,2018,"D",456,18.2
2004,85,2004,"C",0,0
2004,86,2004,"LW",0,0
2004,87,2015,"C",243,4.9
2004,88,2004,"D",0,0
2004,89,2018,"G",15,1.8
2004,90,2009,"G",7,0
2004,91,2023,"D",1030,79.3
2004,92,2004,"RW",0,0
2004,93,2009,"G",4,0.9
2004,94,2023,"G",368,59.2
2004,95,2004,"D",0,0
2004,96,2004,"D",0,0
2004,97,2016,"LW",602,45.8
2004,98,2011,"C",220,4.9
2004,99,2016,"C",527,21.2
2004,100,2013,"RW",44,0.5
2004,101,2004,"D",0,0
2004,102,2013,"D",252,8.2
2004,103,2004,"RW",0,0
2004,104,2004,"LW",0,0
2004,105,2004,"D",0,0
2004,106,2004,"LW",0,0
2004,107,2004,"LW",0,0
2004,108,2004,"RW",0,0
2004,109,2013,"D",90,3.6
2004,110,2004,"LW",0,0
2004,111,2014,"RW",334,9.3
2004,112,2011,"LW",100,0.2
2004,113,2004,"C",0,0
2004,114,2015,"LW",129,0.7
2004,115,2010,"D",5,0
2004,116,2004,"LW",0,0
2004,117,2004,"RW",0,0
2004,118,2004,"C",0,0
2004,119,2017,"C",249,2.8
2004,120,2004,"D",0,0
2004,121,2004,"LW",0,0
2004,122,2009,"C",3,0
2004,123,2004,"LW",0,0
2004,124,2010,"RW",11,0.4
2004,125,2004,"LW",0,0
2004,126,2018,"C",666,10
2004,127,2019,"RW",757,41.3
2004,128,2004,"C",0,0
2004,129,2004,"G",0,0
2004,130,2004,"D",0,0
2004,131,2004,"RW",0,0
2004,132,2004,"D",0,0
2004,133,2004,"RW",0,0
2004,134,2018,"RW",643,37.9
2004,135,2004,"LW",0,0
2004,136,2016,"D",259,14.4
2004,137,2004,"G",0,0
2004,138,2004,"LW",0,0
2004,139,2004,"G",0,0
2004,140,2014,"C",157,2
2004,141,2004,"RW",0,0
2004,142,2004,"RW",0,0
2004,143,2004,"RW",0,0
2004,144,2004,"D",0,0
2004,145,2004,"G",0,0
2004,146,2008,"D",17,0
2004,147,2009,"D",6,0.5
2004,148,2009,"LW",26,0.3
2004,149,2004,"RW",0,0
2004,150,2016,"C",534,30.7
2004,151,2004,"D",0,0
2004,152,2004,"D",0,0
2004,153,2012,"C",10,0
2004,154,2004,"D",0,0
2004,155,2004,"D",0,0
2004,156,2011,"RW",7,0
2004,157,2004,"D",0,0
2004,158,2004,"LW",0,0
2004,159,2016,"RW",407,0
2004,160,2010,"C",24,0
2004,161,2004,"D",0,0
2004,162,2004,"C",0,0
2004,163,2004,"C/LW",0,0
2004,164,2004,"RW",0,0
2004,165,2004,"LW",0,0
2004,166,2004,"RW",0,0
2004,167,2004,"D",0,0
2004,168,2004,"RW",0,0
2004,169,2004,"LW",0,0
2004,170,2004,"C",0,0
2004,171,2004,"C",0,0
2004,172,2004,"RW",0,0
2004,173,2017,"D",342,11.2
2004,174,2012,"C",73,4.2
2004,175,2004,"RW",0,0
2004,176,2015,"RW",348,1.9
2004,177,2004,"D",0,0
2004,178,2016,"C",406,11.8
2004,179,2004,"D",0,0
2004,180,2020,"D",806,34.2
2004,181,2004,"G",0,0
2004,182,2004,"LW",0,0
2004,183,2004,"D",0,0
2004,184,2010,"D",14,0
2004,185,2004,"G",0,0
2004,186,2004,"G",0,0
2004,187,2011,"LW",47,0.5
2004,188,2004,"D",0,0
2004,189,2004,"G",0,0
2004,190,2013,"C",95,0.6
2004,191,2016,"G",159,22.9
2004,192,2004,"LW",0,0
2004,193,2004,"D",0,0
2004,194,2004,"D",0,0
2004,195,2004,"RW",0,0
2004,196,2008,"C",12,0.4
2004,197,2013,"RW",55,0
2004,198,2004,"D",0,0
2004,199,2011,"C",6,0
2004,200,2004,"C",0,0
2004,201,2011,"D",22,0
2004,202,2004,"D",0,0
2004,203,2004,"G",0,0
2004,204,2004,"LW",0,0
2004,205,2004,"RW",0,0
2004,206,2023,"G",260,44.8
2004,207,2012,"RW",42,0.7
2004,208,2004,"RW",0,0
2004,209,2004,"C",0,0
2004,210,2004,"D",0,0
2004,211,2004,"RW",0,0
2004,212,2004,"D",0,0
2004,213,2004,"G",0,0
2004,214,2020,"RW",851,34.8
2004,215,2004,"G",0,0
2004,216,2014,"LW",41,0
2004,217,2011,"D",7,0.1
2004,218,2004,"C",0,0
2004,219,2004,"RW",0,0
2004,220,2004,"D",0,0
2004,221,2018,"G",4,0.4
2004,222,2004,"C",0,0
2004,223,2004,"C",0,0
2004,224,2019,"D",535,22.6
2005,1,2025,"C",1352,199.8
2005,2,2021,"LW",866,64.7
2005,3,2025,"D",1228,58.7
2005,4,2018,"LW",625,30.9
2005,5,2022,"G",712,136.8
2005,6,2014,"C",299,7.3
2005,7,2017,"RW",368,5.3
2005,8,2017,"RW",516,29.2
2005,9,2013,"D",209,4.8
2005,10,2008,"D",36,1.5
2005,11,2025,"C",1454,138.6
2005,12,2024,"D",1136,56.6
2005,13,2005,"C",0,0
2005,14,2005,"D",0,0
2005,15,2012,"C",33,0.2
2005,16,2005,"RW",0,0
2005,17,2019,"C",673,29.2
2005,18,2011,"D",106,0.9
2005,19,2017,"D",331,15.9
2005,20,2012,"LW",42,0
2005,21,2022,"G",564,107.1
2005,22,2011,"D",74,1.6
2005,23,2012,"RW",173,7.7
2005,24,2024,"C",1010,79
2005,25,2024,"C",1294,40.9
2005,26,2014,"RW",13,0.7
2005,27,2013,"D",21,0
2005,28,2020,"D",949,69.8
2005,29,2016,"RW",434,20.9
2005,30,2010,"D",15,0
2005,31,2013,"D",131,1.2
2005,32,2005,"G",0,0
2005,33,2022,"LW",869,67.6
2005,34,2014,"C",40,0
2005,35,2025,"D",1323,84.6
2005,36,2018,"D",166,4.3
2005,37,2010,"D",1,0
2005,38,2013,"G",1,0.1
2005,39,2010,"LW",11,0.7
2005,40,2012,"D",98,6.8
