"year","overall","to","pos","ps","gp","adj_ps","reg"
2004,24,2009,"F",0,2,0,FALSE
2004,25,2011,"F",4.3,114,4.3,FALSE
2004,26,2022,"G",74.9,410,74.9,TRUE
2004,27,2016,"D",20,409,20,TRUE
2004,28,2015,"D",10.2,325,10.2,TRUE
2004,29,2020,"D",84.8,880,84.8,TRUE
2004,30,2004,"D",0,0,0,FALSE
2004,31,2004,"F",0,0,0,FALSE
2004,32,2016,"F",20.3,433,20.3,TRUE
2004,33,2013,"F",0,51,0,FALSE
2004,34,2004,"D",0,0,0,FALSE
2004,35,2004,"D",0,0,0,FALSE
2004,36,2004,"F",0,0,0,FALSE
2004,37,2004,"G",0,0,0,FALSE
2004,38,2017,"G",10.6,83,10.6,FALSE
2004,39,2004,"D",0,0,0,FALSE
2004,40,2009,"D",0,1,0,FALSE
2004,41,2017,"F",14,395,14,TRUE
2004,42,2004,"F",0,0,0,FALSE
2004,43,2008,"D",0.1,9,0.1,FALSE
2004,44,2004,"D",0,0,0,FALSE
2004,45,2004,"F",0,0,0,FALSE
2004,46,2008,"F",0,3,0,FALSE
2004,47,2022,"F",25.4,909,25.4,TRUE
2004,48,2012,"F",0,14,0,FALSE
2004,49,2021,"F",27,597,27,TRUE
2004,50,2010,"F",2.6,135,2.6,FALSE
2004,51,2004,"F",0,0,0,FALSE
2004,52,2011,"F",0,11,0,FALSE
2004,53,2018,"F",24.5,530,24.5,TRUE
2004,54,2004,"F",0,0,0,FALSE
2004,55,2012,"F",1.2,67,1.2,FALSE
2004,56,2017,"D",20.1,592,20.1,TRUE
2004,57,2004,"F",0,0,0,FALSE
2004,58,2004,"D",0,0,0,FALSE
2004,59,2004,"D",0,0,0,FALSE
2004,60,2019,"F",42.8,823,42.8,TRUE
2004,61,2024,"D",85.5,1078,85.5,TRUE
2004,62,2004,"F",0,0,0,FALSE
2004,63,2023,"F",84,1032,84,TRUE
2004,64,2009,"F",0,24,0,FALSE
2004,65,2004,"F",0,0,0,FALSE
2004,66,2012,"D",8.9,176,8.9,FALSE
2004,67,2014,"F",3.1,113,3.1,FALSE
2004,68,2008,"F",0,2,0,FALSE
2004,69,2010,"D",0.3,16,0.3,FALSE
2004,70,2016,"F",8.6,486,8.6,TRUE
2004,71,2022,"D",52,842,52,TRUE
2004,72,2004,"F",0,0,0,FALSE
2004,73,2004,"F",0,0,0,FALSE
2004,74,2004,"D",0,0,0,FALSE
2004,75,2013,"F",3.1,207,3.1,TRUE
2004,76,2009,"D",0,1,0,FALSE
2004,77,2004,"F",0,0,0,FALSE
2004,78,2010,"F",0.6,32,0.6,FALSE
2004,79,2017,"D",13.4,360,13.4,TRUE
2004,80,2004,"F",0,0,0,FALSE
2004,81,2004,"F",0,0,0,FALSE
2004,82,2004,"F",0,0,0,FALSE
2004,83,2004,"F",0,0,0,FALSE
2004,84,2018,"D",18.2,456,18.2,TRUE
2004,85,2004,"F",0,0,0,FALSE
2004,86,2004,"F",0,0,0,FALSE
2004,87,2015,"F",4.9,243,4.9,TRUE
2004,88,2004,"D",0,0,0,FALSE
2004,89,2018,"G",1.8,15,1.8,FALSE
2004,90,2009,"G",0,7,0,FALSE
2004,91,2023,"D",79.3,1030,79.3,TRUE
2004,92,2004,"F",0,0,0,FALSE
2004,93,2009,"G",0.9,4,0.9,FALSE
2004,94,2023,"G",59.2,368,59.2,TRUE
2004,95,2004,"D",0,0,0,FALSE
2004,96,2004,"D",0,0,0,FALSE
2004,97,2016,"F",45.8,602,45.8,TRUE
2004,98,2011,"F",4.9,220,4.9,TRUE
2004,99,2016,"F",21.2,527,21.2,TRUE
2004,100,2013,"F",0.5,44,0.5,FALSE
2004,101,2004,"D",0,0,0,FALSE
2004,102,2013,"D",8.2,252,8.2,TRUE
2004,103,2004,"F",0,0,0,FALSE
2004,104,2004,"F",0,0,0,FALSE
2004,105,2004,"D",0,0,0,FALSE
2004,106,2004,"F",0,0,0,FALSE
2004,107,2004,"F",0,0,0,FALSE
2004,108,2004,"F",0,0,0,FALSE
2004,109,2013,"D",3.6,90,3.6,FALSE
2004,110,2004,"F",0,0,0,FALSE
2004,111,2014,"F",9.3,334,9.3,TRUE
2004,112,2011,"F",0.2,100,0.2,FALSE
2004,113,2004,"F",0,0,0,FALSE
2004,114,2015,"F",0.7,129,0.7,FALSE
2004,115,2010,"D",0,5,0,FALSE
2004,116,2004,"F",0,0,0,FALSE
2004,117,2004,"F",0,0,0,FALSE
2004,118,2004,"F",0,0,0,FALSE
2004,119,2017,"F",2.8,249,2.8,TRUE
2004,120,2004,"D",0,0,0,FALSE
2004,121,2004,"F",0,0,0,FALSE
2004,122,2009,"F",0,3,0,FALSE
2004,123,2004,"F",0,0,0,FALSE
2004,124,2010,"F",0.4,11,0.4,FALSE
2004,125,2004,"F",0,0,0,FALSE
2004,126,2018,"F",10,666,10,TRUE
2004,127,2019,"F",41.3,757,41.3,TRUE
2004,128,2004,"F",0,0,0,FALSE
2004,129,2004,"G",0,0,0,FALSE
2004,130,2004,"D",0,0,0,FALSE
2004,131,2004,"F",0,0,0,FALSE
2004,132,2004,"D",0,0,0,FALSE
2004,133,2004,"F",0,0,0,FALSE
2004,134,2018,"F",37.9,643,37.9,TRUE
2004,135,2004,"F",0,0,0,FALSE
2004,136,2016,"D",14.4,259,14.4,TRUE
2004,137,2004,"G",0,0,0,FALSE
2004,138,2004,"F",0,0,0,FALSE
2004,139,2004,"G",0,0,0,FALSE
2004,140,2014,"F",2,157,2,FALSE
2004,141,2004,"F",0,0,0,FALSE
2004,142,2004,"F",0,0,0,FALSE
2004,143,2004,"F",0,0,0,FALSE
2004,144,2004,"D",0,0,0,FALSE
2004,145,2004,"G",0,0,0,FALSE
2004,146,2008,"D",0,17,0,FALSE
2004,147,2009,"D",0.5,6,0.5,FALSE
2004,148,2009,"F",0.3,26,0.3,FALSE
2004,149,2004,"F",0,0,0,FALSE
2004,150,2016,"F",30.7,534,30.7,TRUE
2004,151,2004,"D",0,0,0,FALSE
2004,152,2004,"D",0,0,0,FALSE
2004,153,2012,"F",0,10,0,FALSE
2004,154,2004,"D",0,0,0,FALSE
2004,155,2004,"D",0,0,0,FALSE
2004,156,2011,"F",0,7,0,FALSE
2004,157,2004,"D",0,0,0,FALSE
2004,158,2004,"F",0,0,0,FALSE
2004,159,2016,"F",0,407,0,TRUE
2004,160,2010,"F",0,24,0,FALSE
2004,161,2004,"D",0,0,0,FALSE
2004,162,2004,"F",0,0,0,FALSE
2004,163,2004,"F",0,0,0,FALSE
2004,164,2004,"F",0,0,0,FALSE
2004,165,2004,"F",0,0,0,FALSE
2004,166,2004,"F",0,0,0,FALSE
2004,167,2004,"D",0,0,0,FALSE
2004,168,2004,"F",0,0,0,FALSE
2004,169,2004,"F",0,0,0,FALSE
2004,170,2004,"F",0,0,0,FALSE
2004,171,2004,"F",0,0,0,FALSE
2004,172,2004,"F",0,0,0,FALSE
2004,173,2017,"D",11.2,342,11.2,TRUE
2004,174,2012,"F",4.2,73,4.2,FALSE
2004,175,2004,"F",0,0,0,FALSE
2004,176,2015,"F",1.9,348,1.9,TRUE
2004,177,2004,"D",0,0,0,FALSE
2004,178,2016,"F",11.8,406,11.8,TRUE
2004,179,2004,"D",0,0,0,FALSE
2004,180,2020,"D",34.2,806,34.2,TRUE
2004,181,2004,"G",0,0,0,FALSE
2004,182,2004,"F",0,0,0,FALSE
2004,183,2004,"D",0,0,0,FALSE
2004,184,2010,"D",0,14,0,FALSE
2004,185,2004,"G",0,0,0,FALSE
2004,186,2004,"G",0,0,0,FALSE
2004,187,2011,"F",0.5,47,0.5,FALSE
2004,188,2004,"D",0,0,0,FALSE
2004,189,2004,"G",0,0,0,FALSE
2004,190,2013,"F",0.6,95,0.6,FALSE
2004,191,2016,"G",22.9,159,22.9,TRUE
2004,192,2004,"F",0,0,0,FALSE
2004,193,2004,"D",0,0,0,FALSE
2004,194,2004,"D",0,0,0,FALSE
2004,195,2004,"F",0,0,0,FALSE
2004,196,2008,"F",0.4,12,0.4,FALSE
2004,197,2013,"F",0,55,0,FALSE
2004,198,2004,"D",0,0,0,FALSE
2004,199,2011,"F",0,6,0,FALSE
2004,200,2004,"F",0,0,0,FALSE
2004,201,2011,"D",0,22,0,FALSE
2004,202,2004,"D",0,0,0,FALSE
2004,203,2004,"G",0,0,0,FALSE
2004,204,2004,"F",0,0,0,FALSE
2004,205,2004,"F",0,0,0,FALSE
2004,206,2023,"G",44.8,260,44.8,TRUE
2004,207,2012,"F",0.7,42,0.7,FALSE
2004,208,2004,"F",0,0,0,FALSE
2004,209,2004,"F",0,0,0,FALSE
2004,210,2004,"D",0,0,0,FALSE
2004,211,2004,"F",0,0,0,FALSE
2004,212,2004,"D",0,0,0,FALSE
2004,213,2004,"G",0,0,0,FALSE
2004,214,2020,"F",34.8,851,34.8,TRUE
2004,215,2004,"G",0,0,0,FALSE
2004,216,2014,"F",0,41,0,FALSE
2004,217,2011,"D",0.1,7,0.1,FALSE
2004,218,2004,"F",0,0,0,FALSE
2004,219,2004,"F",0,0,0,FALSE
2004,220,2004,"D",0,0,0,FALSE
2004,221,2018,"G",0.4,4,0.4,FALSE
2004,222,2004,"F",0,0,0,FALSE
2004,223,2004,"F",0,0,0,FALSE
2004,224,2019,"D",22.6,535,22.6,TRUE
2005,2,2021,"F",64.7,866,64.7,TRUE
2005,4,2018,"F",30.9,625,30.9,TRUE
2005,5,2022,"G",136.8,712,136.8,TRUE
2005,6,2014,"F",7.3,299,7.3,TRUE
2005,7,2017,"F",5.3,368,5.3,TRUE
2005,8,2017,"F",29.2,516,29.2,TRUE
2005,9,2013,"D",4.8,209,4.8,TRUE
2005,10,2008,"D",1.5,36,1.5,FALSE
2005,12,2024,"D",56.6,1136,56.6,TRUE
2005,13,2005,"F",0,0,0,FALSE
2005,14,2005,"D",0,0,0,FALSE
2005,15,2012,"F",0.2,33,0.2,FALSE
2005,16,2005,"F",0,0,0,FALSE
2005,17,2019,"F",29.2,673,29.2,TRUE
2005,18,2011,"D",0.9,106,0.9,FALSE
2005,19,2017,"D",15.9,331,15.9,TRUE
2005,20,2012,"F",0,42,0,FALSE
2005,21,2022,"G",107.1,564,107.1,TRUE
2005,22,2011,"D",1.6,74,1.6,FALSE
2005,23,2012,"F",7.7,173,7.7,FALSE
2005,24,2024,"F",79,1010,79,TRUE
2005,25,2024,"F",40.9,1294,40.9,TRUE
2005,26,2014,"F",0.7,13,0.7,FALSE
2005,27,2013,"D",0,21,0,FALSE
2005,28,2020,"D",69.8,949,69.8,TRUE
2005,29,2016,"F",20.9,434,20.9,TRUE
2005,30,2010,"D",0,15,0,FALSE
2005,31,2013,"D",1.2,131,1.2,FALSE
2005,32,2005,"G",0,0,0,FALSE
2005,33,2022,"F",67.6,869,67.6,TRUE
2005,34,2014,"F",0,40,0,FALSE
2005,36,2018,"D",4.3,166,4.3,FALSE
2005,37,2010,"D",0,1,0,FALSE
2005,38,2013,"G",0.1,1,0.1,FALSE
2005,39,2010,"F",0.7,11,0.7,FALSE
2005,40,2012,"D",6.8,98,6.8,FALSE
2005,41,2018,"G",60.9,398,60.9,TRUE
2005,42,2020,"F",18.9,739,18.9,TRUE
2005,43,2018,"F",0.1,127,0.1,FALSE
2005,44,2023,"F",84.7,1145,84.7,TRUE
2005,45,2013,"F",17,341,17,TRUE
2005,46,2010,"D",0.5,22,0.5,FALSE
2005,47,2005,"F",0,0,0,FALSE
2005,48,2005,"F",0,0,0,FALSE
2005,49,2005,"D",0,0,0,FALSE
2005,50,2005,"F",0,0,0,FALSE
2005,51,2017,"F",25,546,25,TRUE
2005,52,2005,"F",0,0,0,FALSE
2005,53,2005,"F",0,0,0,FALSE
2005,54,2005,"F",0,0,0,FALSE
2005,55,2019,"D",21.3,512,21.3,TRUE
2005,56,2015,"F",0,151,0,FALSE
2005,57,2014,"F",0.2,76,0.2,FALSE
2005,58,2005,"D",0,0,0,FALSE
2005,59,2005,"G",0,0,0,FALSE
2005,60,2005,"D",0,0,0,FALSE
2005,61,2005,"F",0,0,0,FALSE
2005,63,2005,"F",0,0,0,FALSE
2005,64,2005,"F",0,0,0,FALSE
2005,65,2005,"G",0,0,0,FALSE
2005,66,2011,"F",0,1,0,FALSE
2005,67,2022,"D",49.1,912,49.1,TRUE
2005,68,2012,"F",0,4,0,FALSE
2005,69,2005,"D",0,0,0,FALSE
2005,70,2005,"D",0,0,0,FALSE
2005,71,2016,"F",1.1,139,1.1,FALSE
2005,73,2010,"F",0,7,0,FALSE
2005,74,2005,"F",0,0,0,FALSE
2005,75,2010,"F",0,1,0,FALSE
2005,76,2005,"F",0,0,0,FALSE
2005,77,2005,"D",0,0,0,FALSE
2005,78,2012,"D",0,17,0,FALSE
2005,79,2018,"D",37,550,37,TRUE
2005,80,2005,"F",0,0,0,FALSE
2005,81,2011,"D",1.1,59,1.1,FALSE
2005,82,2009,"D",0.2,10,0.2,FALSE
2005,83,2010,"F",0,2,0,FALSE
2005,84,2015,"D",7.1,219,7.1,TRUE
2005,85,2020,"G",76.4,413,76.4,TRUE
2005,86,2005,"F",0,0,0,FALSE
2005,87,2016,"D",0.7,78,0.7,FALSE
2005,88,2011,"F",2.5,112,2.5,FALSE
2005,89,2005,"F",0,0,0,FALSE
2005,90,2005,"F",0,0,0,FALSE
2005,91,2011,"D",0.7,66,0.7,FALSE
2005,92,2005,"F",0,0,0,FALSE
2005,93,2005,"F",0,0,0,FALSE
2005,94,2005,"D",0,0,0,FALSE
2005,95,2017,"F",0,75,0,FALSE
2005,96,2019,"D",17,407,17,TRUE
2005,97,2017,"F",0.7,278,0.7,TRUE
2005,98,2009,"F",0,11,0,FALSE
2005,99,2010,"F",0,9,0,FALSE
2005,100,2007,"D",0,1,0,FALSE
2005,101,2018,"F",0.5,579,0.5,TRUE
2005,102,2015,"F",0,132,0,FALSE
2005,103,2012,"F",0.4,43,0.4,FALSE
2005,104,2005,"D",0,0,0,FALSE
2005,105,2022,"D",90.3,1109,90.3,TRUE
2005,106,2020,"F",10.8,548,10.8,TRUE
2005,107,2019,"F",3.7,445,3.7,TRUE
2005,108,2021,"D",44.8,821,44.8,TRUE
2005,109,2005,"D",0,0,0,FALSE
2005,110,2005,"F",0,0,0,FALSE
2005,111,2005,"F",0,0,0,FALSE
2005,112,2023,"G",25.8,179,25.8,TRUE
2005,113,2005,"F",0,0,0,FALSE
2005,114,2005,"G",0,0,0,FALSE
2005,115,2005,"F",0,0,0,FALSE
2005,116,2009,"F",0.3,4,0.3,FALSE
2005,117,2005,"F",0,0,0,FALSE
2005,118,2005,"D",0,0,0,FALSE
2005,119,2010,"G",0,1,0,FALSE
2005,120,2005,"F",0,0,0,FALSE
2005,121,2005,"F",0,0,0,FALSE
2005,122,2005,"F",0,0,0,FALSE
2005,123,2005,"F",0,0,0,FALSE
2005,124,2011,"D",0.2,8,0.2,FALSE
2005,125,2005,"D",0,0,0,FALSE
2005,126,2005,"F",0,0,0,FALSE
2005,127,2005,"F",0,0,0,FALSE
2005,128,2005,"G",0,0,0,FALSE
2005,129,2005,"D",0,0,0,FALSE
2005,130,2005,"F",0,0,0,FALSE
2005,131,2007,"G",0.1,2,0.1,FALSE
2005,132,2023,"F",21.4,823,21.4,TRUE
2005,133,2005,"F",0,0,0,FALSE
2005,134,2005,"D",0,0,0,FALSE
2005,135,2005,"F",0,0,0,FALSE
2005,136,2005,"D",0,0,0,FALSE
2005,137,2005,"F",0,0,0,FALSE
2005,138,2005,"F",0,0,0,FALSE
2005,139,2005,"D",0,0,0,FALSE
2005,140,2005,"G",0,0,0,FALSE
2005,141,2009,"D",0.3,2,0.3,FALSE
2005,142,2021,"F",12.7,435,12.7,TRUE
2005,143,2005,"G",0,0,0,FALSE
2005,144,2006,"F",0,1,0,FALSE
2005,145,2005,"D",0,0,0,FALSE
2005,146,2013,"F",1.9,229,1.9,TRUE
2005,147,2005,"D",0,0,0,FALSE
2005,148,2005,"F",0,0,0,FALSE
2005,149,2013,"D",2.4,116,2.4,FALSE
2005,150,2018,"F",3.4,145,3.4,FALSE
2005,151,2005,"D",0,0,0,FALSE
2005,152,2005,"F",0,0,0,FALSE
2005,153,2005,"F",0,0,0,FALSE
2005,154,2005,"F",0,0,0,FALSE
2005,155,2017,"D",17,389,17,TRUE
2005,157,2005,"F",0,0,0,FALSE
2005,158,2008,"G",0,1,0,FALSE
2005,159,2005,"D",0,0,0,FALSE
2005,160,2012,"F",0,1,0,FALSE
2005,161,2012,"G",0,1,0,FALSE
2005,162,2005,"F",0,0,0,FALSE
2005,163,2005,"F",0,0,0,FALSE
2005,164,2005,"D",0,0,0,FALSE
2005,165,2005,"G",0,0,0,FALSE
2005,166,2005,"D",0,0,0,FALSE
2005,167,2005,"G",0,0,0,FALSE
2005,168,2010,"F",0.3,9,0.3,FALSE
2005,169,2005,"D",0,0,0,FALSE
2005,170,2005,"D",0,0,0,FALSE
2005,171,2014,"F",0,12,0,FALSE
2005,172,2005,"F",0,0,0,FALSE
2005,173,2005,"F",0,0,0,FALSE
2005,174,2005,"D",0,0,0,FALSE
2005,175,2005,"D",0,0,0,FALSE
2005,176,2005,"F",0,0,0,FALSE
2005,177,2005,"D",0,0,0,FALSE
2005,178,2005,"F",0,0,0,FALSE
2005,179,2015,"F",0.1,60,0.1,FALSE
2005,180,2005,"D",0,0,0,FALSE
2005,181,2014,"F",1.8,162,1.8,FALSE
2005,182,2005,"G",0,0,0,FALSE
2005,183,2005,"D",0,0,0,FALSE
2005,184,2005,"D",0,0,0,FALSE
2005,185,2012,"D",0,3,0,FALSE
2005,186,2005,"D",0,0,0,FALSE
2005,187,2011,"D",0,4,0,FALSE
2005,188,2005,"D",0,0,0,FALSE
2005,189,2005,"F",0,0,0,FALSE
2005,190,2014,"F",9.4,324,9.4,TRUE
2005,191,2005,"D",0,0,0,FALSE
2005,192,2013,"F",0,9,0,FALSE
2005,193,2005,"F",0,0,0,FALSE
2005,194,2005,"D",0,0,0,FALSE
2005,195,2016,"F",0.8,234,0.8,TRUE
2005,196,2005,"D",0,0,0,FALSE
2005,197,2005,"G",0,0,0,FALSE
2005,198,2005,"D",0,0,0,FALSE
2005,199,2005,"F",0,0,0,FALSE
2005,200,2013,"F",18.3,353,18.3,TRUE
2005,201,2005,"D",0,0,0,FALSE
2005,202,2005,"F",0,0,0,FALSE
2005,203,2005,"F",0,0,0,FALSE
2005,204,2016,"F",8.2,286,8.2,TRUE
2005,205,2011,"F",0.1,6,0.1,FALSE
2005,206,2005,"D",0,0,0,FALSE
2005,207,2005,"F",0,0,0,FALSE
2005,208,2005,"D",0,0,0,FALSE
2005,209,2005,"D",0,0,0,FALSE
2005,210,2005,"F",0,0,0,FALSE
2005,211,2012,"F",0,41,0,FALSE
2005,212,2005,"F",0,0,0,FALSE
2005,213,2005,"D",0,0,0,FALSE
2005,214,2005,"D",0,0,0,FALSE
2005,215,2005,"F",0,0,0,FALSE
2005,216,2023,"D",56.5,938,56.5,TRUE
2005,217,2005,"F",0,0,0,FALSE
2005,218,2005,"F",0,0,0,FALSE
2005,219,2005,"F",0,0,0,FALSE
2005,220,2005,"F",0,0,0,FALSE
2005,221,2005,"D",0,0,0,FALSE
2005,222,2015,"D",5.7,139,5.7,FALSE
2005,223,2005,"G",0,0,0,FALSE
2005,224,2005,"F",0,0,0,FALSE
2006,3,2023,"F",103.6,1067,103.6,TRUE
2006,4,2024,"F",104.9,1105,104.9,TRUE
2006,5,2023,"F",105,1286,105,TRUE
2006,6,2023,"F",54.4,1013,54.4,TRUE
2006,7,2024,"F",57.4,1051,57.4,TRUE
2006,8,2013,"F",15.1,297,15.1,TRUE
2006,9,2015,"F",3,394,3,TRUE
2006,10,2021,"F",36.2,858,36.2,TRUE
2006,11,2022,"G",68.4,404,68.4,TRUE
2006,12,2020,"F",52.6,843,52.6,TRUE
2006,13,2016,"F",19.2,446,19.2,TRUE
2006,14,2020,"F",34.8,640,34.8,TRUE
2006,15,2009,"G",0,1,0,FALSE
2006,16,2012,"D",1.6,26,1.6,FALSE
2006,18,2020,"F",35.5,668,35.5,TRUE
2006,19,2006,"D",0,0,0,FALSE
2006,20,2006,"D",0,0,0,FALSE
2006,21,2013,"D",0.8,45,0.8,FALSE
2006,24,2006,"D",0,0,0,FALSE
2006,25,2019,"F",36.5,717,36.5,TRUE
2006,26,2013,"G",1.8,13,1.8,FALSE
2006,27,2010,"D",0.2,5,0.2,FALSE
2006,29,2016,"D",0.1,70,0.1,FALSE
2006,30,2011,"D",0.9,34,0.9,FALSE
2006,31,2010,"F",0.2,6,0.2,FALSE
2006,32,2012,"D",0.2,1,0.2,FALSE
2006,33,2006,"F",0,0,0,FALSE
2006,34,2019,"G",39.3,257,39.3,TRUE
2006,35,2006,"F",0,0,0,FALSE
2006,36,2019,"F",19.5,617,19.5,TRUE
2006,37,2006,"D",0,0,0,FALSE
2006,38,2006,"F",0,0,0,FALSE
2006,39,2013,"F",1.2,183,1.2,FALSE
2006,40,2006,"F",0,0,0,FALSE
2006,41,2014,"F",1.4,139,1.4,FALSE
2006,42,2006,"D",0,0,0,FALSE
2006,43,2006,"F",0,0,0,FALSE
2006,44,2018,"F",25.5,669,25.5,TRUE
2006,46,2017,"G",24,153,24,TRUE
2006,47,2018,"F",15.9,551,15.9,TRUE
2006,48,2006,"D",0,0,0,FALSE
2006,49,2012,"F",0.1,47,0.1,FALSE
2006,50,2024,"F",60.8,1177,60.8,TRUE
2006,51,2006,"D",0,0,0,FALSE
2006,52,2006,"D",0,0,0,FALSE
2006,53,2010,"D",0.1,3,0.1,FALSE
2006,54,2021,"F",38.9,771,38.9,TRUE
2006,55,2006,"D",0,0,0,FALSE
2006,56,2012,"F",1.5,55,1.5,FALSE
2006,57,2016,"D",10.2,351,10.2,TRUE
2006,58,2011,"F",0.4,18,0.4,FALSE
2006,59,2006,"F",0,0,0,FALSE
2006,60,2015,"F",0.7,129,0.7,FALSE
2006,61,2006,"D",0,0,0,FALSE
2006,62,2006,"F",0,0,0,FALSE
2006,63,2017,"D",21.3,348,21.3,TRUE
2006,64,2010,"D",0,4,0,FALSE
2006,65,2017,"D",4.9,187,4.9,FALSE
2006,66,2017,"F",2.9,313,2.9,TRUE
2006,67,2006,"D",0,0,0,FALSE
2006,68,2019,"D",10.9,289,10.9,TRUE
2006,69,2018,"G",77.8,476,77.8,TRUE
2006,70,2006,"F",0,0,0,FALSE
2006,72,2024,"F",22.3,1064,22.3,TRUE
2006,73,2006,"F",0,0,0,FALSE
2006,74,2017,"G",6.5,48,6.5,FALSE
2006,75,2013,"D",3.7,160,3.7,FALSE
2006,76,2006,"F",0,0,0,FALSE
2006,77,2012,"F",0.6,82,0.6,FALSE
2006,78,2009,"D",0.2,6,0.2,FALSE
2006,79,2012,"F",0.1,14,0.1,FALSE
2006,80,2006,"F",0,0,0,FALSE
2006,81,2006,"F",0,0,0,FALSE
2006,82,2006,"D",0,0,0,FALSE
2006,83,2006,"D",0,0,0,FALSE
2006,84,2006,"F",0,0,0,FALSE
2006,85,2017,"F",0.9,154,0.9,FALSE
2006,86,2016,"F",0,1,0,FALSE
2006,87,2006,"F",0,0,0,FALSE
2006,88,2006,"F",0,0,0,FALSE
2006,89,2006,"F",0,0,0,FALSE
2006,90,2006,"F",0,0,0,FALSE
2006,91,2013,"F",0,91,0,FALSE
2006,92,2006,"G",0,0,0,FALSE
2006,93,2006,"F",0,0,0,FALSE
2006,94,2006,"F",0,0,0,FALSE
2006,95,2006,"D",0,0,0,FALSE
2006,96,2006,"G",0,0,0,FALSE
2006,97,2010,"F",0,3,0,FALSE
2006,98,2006,"D",0,0,0,FALSE
2006,100,2012,"F",0,7,0,FALSE
2006,101,2006,"D",0,0,0,FALSE
2006,102,2006,"D",0,0,0,FALSE
2006,103,2013,"D",0,2,0,FALSE
2006,104,2006,"F",0,0,0,FALSE
2006,105,2006,"F",0,0,0,FALSE
2006,106,2018,"G",8.9,76,8.9,FALSE
2006,107,2006,"D",0,0,0,FALSE
2006,108,2006,"G",0,0,0,FALSE
2006,109,2006,"G",0,0,0,FALSE
2006,110,2006,"D",0,0,0,FALSE
2006,111,2020,"D",5.8,206,5.8,TRUE
2006,112,2019,"F",14.6,477,14.6,TRUE
2006,113,2006,"D",0,0,0,FALSE
2006,114,2006,"D",0,0,0,FALSE
2006,115,2006,"F",0,0,0,FALSE
2006,116,2006,"D",0,0,0,FALSE
2006,117,2006,"F",0,0,0,FALSE
2006,118,2006,"F",0,0,0,FALSE
2006,119,2006,"F",0,0,0,FALSE
2006,120,2019,"G",6.1,48,6.1,FALSE
2006,121,2006,"D",0,0,0,FALSE
2006,122,2006,"F",0,0,0,FALSE
2006,123,2006,"F",0,0,0,FALSE
2006,124,2006,"F",0,0,0,FALSE
2006,125,2019,"G",26.4,192,26.4,TRUE
2006,126,2011,"D",0,1,0,FALSE
2006,127,2006,"F",0,0,0,FALSE
2006,128,2016,"D",0.1,42,0.1,FALSE
2006,129,2006,"F",0,0,0,FALSE
2006,130,2006,"G",0,0,0,FALSE
2006,131,2006,"F",0,0,0,FALSE
2006,132,2006,"G",0,0,0,FALSE
2006,133,2006,"G",0,0,0,FALSE
2006,134,2006,"F",0,0,0,FALSE
2006,135,2006,"G",0,0,0,FALSE
2006,136,2006,"F",0,0,0,FALSE
2006,137,2006,"F",0,0,0,FALSE
2006,138,2012,"F",0.2,7,0.2,FALSE
2006,139,2006,"D",0,0,0,FALSE
2006,140,2006,"D",0,0,0,FALSE
2006,141,2006,"F",0,0,0,FALSE
2006,142,2006,"D",0,0,0,FALSE
2006,143,2006,"F",0,0,0,FALSE
2006,144,2006,"D",0,0,0,FALSE
2006,145,2013,"F",0,5,0,FALSE
2006,146,2011,"G",0.1,1,0.1,FALSE
2006,147,2022,"D",7.6,243,7.6,TRUE
2006,148,2011,"D",0.2,18,0.2,FALSE
2006,149,2006,"F",0,0,0,FALSE
2006,150,2006,"F",0,0,0,FALSE
2006,151,2006,"G",0,0,0,FALSE
2006,152,2006,"D",0,0,0,FALSE
2006,153,2006,"F",0,0,0,FALSE
2006,154,2006,"F",0,0,0,FALSE
2006,155,2006,"D",0,0,0,FALSE
2006,156,2006,"F",0,0,0,FALSE
2006,157,2006,"F",0,0,0,FALSE
2006,158,2006,"F",0,0,0,FALSE
2006,159,2006,"D",0,0,0,FALSE
2006,160,2019,"D",31.3,586,31.3,TRUE
2006,161,2017,"F",16.4,488,16.4,TRUE
2006,162,2006,"F",0,0,0,FALSE
2006,163,2011,"F",0,8,0,FALSE
2006,164,2006,"D",0,0,0,FALSE
2006,165,2006,"F",0,0,0,FALSE
2006,166,2006,"F",0,0,0,FALSE
2006,167,2006,"F",0,0,0,FALSE
2006,168,2006,"D",0,0,0,FALSE
2006,169,2006,"F",0,0,0,FALSE
2006,170,2006,"F",0,0,0,FALSE
2006,171,2006,"F",0,0,0,FALSE
2006,172,2008,"F",0.2,3,0.2,FALSE
2006,173,2006,"G",0,0,0,FALSE
2006,174,2006,"F",0,0,0,FALSE
2006,175,2006,"G",0,0,0,FALSE
2006,176,2006,"F",0,0,0,FALSE
2006,177,2022,"F",37.2,708,37.2,TRUE
2006,178,2006,"F",0,0,0,FALSE
2006,179,2006,"F",0,0,0,FALSE
2006,180,2022,"F",13.5,491,13.5,TRUE
2006,181,2006,"D",0,0,0,FALSE
2006,182,2013,"F",0,46,0,FALSE
2006,183,2006,"F",0,0,0,FALSE
2006,184,2006,"D",0,0,0,FALSE
2006,185,2006,"D",0,0,0,FALSE
2006,186,2014,"F",0,1,0,FALSE
2006,187,2006,"F",0,0,0,FALSE
2006,188,2006,"D",0,0,0,FALSE
2006,189,2018,"F",6.8,515,6.8,TRUE
2006,190,2006,"F",0,0,0,FALSE
