"year","overall","to","pos","ps","gp","adj_ps","reg"
2006,191,2006,"F",0,0,0,FALSE
2006,192,2006,"F",0,0,0,FALSE
2006,193,2006,"G",0,0,0,FALSE
2006,194,2006,"F",0,0,0,FALSE
2006,195,2006,"F",0,0,0,FALSE
2006,196,2014,"F",2.5,98,2.5,FALSE
2006,197,2006,"F",0,0,0,FALSE
2006,198,2006,"F",0,0,0,FALSE
2006,199,2006,"D",0,0,0,FALSE
2006,200,2012,"D",0.6,15,0.6,FALSE
2006,201,2006,"G",0,0,0,FALSE
2006,202,2016,"F",0,88,0,FALSE
2006,203,2006,"F",0,0,0,FALSE
2006,204,2006,"F",0,0,0,FALSE
2006,205,2006,"F",0,0,0,FALSE
2006,206,2006,"F",0,0,0,FALSE
2006,207,2006,"F",0,0,0,FALSE
2006,208,2006,"D",0,0,0,FALSE
2006,209,2006,"D",0,0,0,FALSE
2006,210,2018,"D",0,1,0,FALSE
2006,211,2019,"F",7.7,372,7.7,TRUE
2006,212,2006,"D",0,0,0,FALSE
2006,213,2006,"D",0,0,0,FALSE
2007,3,2022,"F",42,776,42,TRUE
2007,4,2022,"D",23.8,456,23.8,TRUE
2007,5,2020,"D",32.1,686,32.1,TRUE
2007,6,2024,"F",45.7,1043,45.7,TRUE
2007,7,2023,"F",76.4,1058,76.4,TRUE
2007,8,2012,"F",0.2,20,0.2,FALSE
2007,9,2024,"F",81,933,81,TRUE
2007,10,2015,"D",5.7,212,5.7,TRUE
2007,11,2021,"F",26.6,770,26.6,TRUE
2007,14,2024,"D",80.6,952,80.6,TRUE
2007,15,2012,"D",0.3,10,0.3,FALSE
2007,16,2013,"F",0,154,0,FALSE
2007,17,2007,"F",0,0,0,FALSE
2007,19,2007,"F",0,0,0,FALSE
2007,20,2007,"F",0,0,0,FALSE
2007,21,2024,"F",12.9,628,12.9,TRUE
2007,23,2015,"D",4.3,110,4.3,FALSE
2007,25,2007,"F",0,0,0,FALSE
2007,28,2013,"D",0,1,0,FALSE
2007,29,2018,"F",0.7,77,0.7,FALSE
2007,30,2007,"D",0,0,0,FALSE
2007,31,2016,"D",1.1,53,1.1,FALSE
2007,32,2012,"F",0.5,18,0.5,FALSE
2007,33,2007,"D",0,0,0,FALSE
2007,34,2007,"D",0,0,0,FALSE
2007,35,2016,"D",0,3,0,FALSE
2007,36,2007,"G",0,0,0,FALSE
2007,37,2007,"F",0,0,0,FALSE
2007,38,2013,"F",0,3,0,FALSE
2007,39,2007,"F",0,0,0,FALSE
2007,40,2012,"F",1.6,72,1.6,FALSE
2007,41,2012,"D",0,10,0,FALSE
2007,42,2019,"F",0,150,0,FALSE
2007,43,2022,"D",83.3,834,83.3,TRUE
2007,44,2014,"F",0.8,68,0.8,FALSE
2007,45,2011,"D",0,3,0,FALSE
2007,46,2007,"D",0,0,0,FALSE
2007,47,2015,"F",0,135,0,FALSE
2007,48,2007,"G",0,0,0,FALSE
2007,49,2007,"G",0,0,0,FALSE
2007,50,2007,"F",0,0,0,FALSE
2007,51,2007,"F",0,0,0,FALSE
2007,52,2011,"F",2.1,87,2.1,FALSE
2007,53,2007,"D",0,0,0,FALSE
2007,54,2017,"G",0.8,10,0.8,FALSE
2007,55,2015,"F",7,321,7,TRUE
2007,56,2013,"F",0.5,7,0.5,FALSE
2007,57,2007,"F",0,0,0,FALSE
2007,58,2016,"F",7.5,437,7.5,TRUE
2007,59,2007,"D",0,0,0,FALSE
2007,60,2007,"F",0,0,0,FALSE
2007,61,2023,"F",55.2,1037,55.2,TRUE
2007,62,2011,"D",0,11,0,FALSE
2007,63,2012,"F",0,29,0,FALSE
2007,64,2007,"F",0,0,0,FALSE
2007,65,2007,"F",0,0,0,FALSE
2007,66,2007,"F",0,0,0,FALSE
2007,67,2012,"F",1.1,25,1.1,FALSE
2007,68,2007,"F",0,0,0,FALSE
2007,69,2007,"F",0,0,0,FALSE
2007,70,2009,"D",0,3,0,FALSE
2007,72,2015,"F",1.7,179,1.7,FALSE
2007,73,2021,"D",17.9,499,17.9,TRUE
2007,74,2007,"F",0,0,0,FALSE
2007,75,2007,"F",0,0,0,FALSE
2007,76,2007,"F",0,0,0,FALSE
2007,79,2012,"F",2.7,87,2.7,FALSE
2007,80,2007,"F",0,0,0,FALSE
2007,81,2012,"F",0,1,0,FALSE
2007,82,2007,"F",0,0,0,FALSE
2007,83,2011,"G",0,1,0,FALSE
2007,84,2007,"F",0,0,0,FALSE
2007,85,2007,"F",0,0,0,FALSE
2007,86,2007,"G",0,0,0,FALSE
2007,87,2007,"D",0,0,0,FALSE
2007,88,2016,"F",1.2,205,1.2,TRUE
2007,89,2017,"F",0.8,149,0.8,FALSE
2007,90,2007,"F",0,0,0,FALSE
2007,91,2007,"G",0,0,0,FALSE
2007,92,2007,"F",0,0,0,FALSE
2007,93,2021,"D",8.8,231,8.8,TRUE
2007,94,2012,"F",0,22,0,FALSE
2007,96,2012,"D",0.1,5,0.1,FALSE
2007,97,2014,"F",1.3,79,1.3,FALSE
2007,98,2007,"G",0,0,0,FALSE
2007,99,2015,"F",2.8,135,2.8,FALSE
2007,100,2007,"F",0,0,0,FALSE
2007,101,2007,"F",0,0,0,FALSE
2007,102,2007,"F",0,0,0,FALSE
2007,103,2007,"F",0,0,0,FALSE
2007,104,2007,"F",0,0,0,FALSE
2007,105,2023,"F",0.7,217,0.7,TRUE
2007,106,2007,"F",0,0,0,FALSE
2007,107,2007,"F",0,0,0,FALSE
2007,108,2007,"F",0,0,0,FALSE
2007,109,2017,"F",10.3,365,10.3,TRUE
2007,110,2019,"D",4.2,279,4.2,TRUE
2007,111,2011,"F",0.3,35,0.3,FALSE
2007,112,2022,"F",11.4,535,11.4,TRUE
2007,113,2007,"G",0,0,0,FALSE
2007,114,2007,"F",0,0,0,FALSE
2007,115,2007,"F",0,0,0,FALSE
2007,116,2015,"D",2.6,167,2.6,FALSE
2007,117,2016,"F",7.4,280,7.4,TRUE
2007,118,2016,"D",0.6,7,0.6,FALSE
2007,119,2007,"F",0,0,0,FALSE
2007,120,2007,"D",0,0,0,FALSE
2007,121,2007,"G",0,0,0,FALSE
2007,122,2019,"F",1.1,70,1.1,FALSE
2007,123,2007,"D",0,0,0,FALSE
2007,124,2007,"G",0,0,0,FALSE
2007,125,2007,"F",0,0,0,FALSE
2007,126,2007,"D",0,0,0,FALSE
2007,127,2012,"F",0,1,0,FALSE
2007,128,2007,"F",0,0,0,FALSE
2007,130,2007,"D",0,0,0,FALSE
2007,131,2007,"D",0,0,0,FALSE
2007,132,2017,"F",3.4,152,3.4,FALSE
2007,133,2007,"D",0,0,0,FALSE
2007,134,2007,"D",0,0,0,FALSE
2007,135,2020,"F",0.5,100,0.5,FALSE
2007,136,2007,"F",0,0,0,FALSE
2007,137,2007,"F",0,0,0,FALSE
2007,138,2007,"F",0,0,0,FALSE
2007,139,2007,"G",0,0,0,FALSE
2007,140,2012,"F",0,25,0,FALSE
2007,141,2023,"D",58.1,683,58.1,TRUE
2007,142,2007,"F",0,0,0,FALSE
2007,143,2007,"F",0,0,0,FALSE
2007,144,2011,"F",0,25,0,FALSE
2007,145,2007,"F",0,0,0,FALSE
2007,146,2007,"F",0,0,0,FALSE
2007,147,2007,"F",0,0,0,FALSE
2007,148,2007,"F",0,0,0,FALSE
2007,149,2007,"F",0,0,0,FALSE
2007,150,2007,"F",0,0,0,FALSE
2007,151,2007,"F",0,0,0,FALSE
2007,152,2010,"F",0.2,22,0.2,FALSE
2007,153,2019,"G",18.5,126,18.5,TRUE
2007,154,2007,"G",0,0,0,FALSE
2007,155,2007,"D",0,0,0,FALSE
2007,156,2007,"F",0,0,0,FALSE
2007,157,2007,"F",0,0,0,FALSE
2007,158,2012,"G",1.4,11,1.4,FALSE
2007,159,2007,"D",0,0,0,FALSE
2007,160,2019,"F",0.3,148,0.3,FALSE
2007,162,2015,"D",5.2,121,5.2,FALSE
2007,163,2007,"D",0,0,0,FALSE
2007,164,2018,"F",1,27,1,FALSE
2007,165,2007,"F",0,0,0,FALSE
2007,166,2007,"D",0,0,0,FALSE
2007,167,2011,"F",0.2,10,0.2,FALSE
2007,168,2022,"F",30.3,713,30.3,TRUE
2007,169,2007,"D",0,0,0,FALSE
2007,170,2007,"D",0,0,0,FALSE
2007,171,2016,"F",3.1,131,3.1,FALSE
2007,172,2017,"F",0,147,0,FALSE
2007,173,2024,"F",32.8,868,32.8,TRUE
2007,174,2007,"D",0,0,0,FALSE
2007,175,2014,"F",0,9,0,FALSE
2007,176,2007,"F",0,0,0,FALSE
2007,177,2007,"F",0,0,0,FALSE
2007,178,2007,"F",0,0,0,FALSE
2007,179,2022,"F",21.9,521,21.9,TRUE
2007,180,2007,"F",0,0,0,FALSE
2007,181,2007,"D",0,0,0,FALSE
2007,182,2007,"G",0,0,0,FALSE
2007,183,2007,"G",0,0,0,FALSE
2007,184,2007,"D",0,0,0,FALSE
2007,185,2007,"F",0,0,0,FALSE
2007,186,2007,"F",0,0,0,FALSE
2007,187,2007,"G",0,0,0,FALSE
2007,188,2007,"F",0,0,0,FALSE
2007,189,2007,"F",0,0,0,FALSE
2007,190,2007,"F",0,0,0,FALSE
2007,191,2007,"F",0,0,0,FALSE
2007,192,2007,"D",0,0,0,FALSE
2007,193,2007,"F",0,0,0,FALSE
2007,194,2021,"D",32.7,629,32.7,TRUE
2007,195,2007,"F",0,0,0,FALSE
2007,196,2007,"D",0,0,0,FALSE
2007,197,2007,"D",0,0,0,FALSE
2007,198,2007,"F",0,0,0,FALSE
2007,199,2007,"F",0,0,0,FALSE
2007,200,2014,"F",0.6,16,0.6,FALSE
2007,201,2023,"D",42,842,42,TRUE
2007,202,2007,"G",0,0,0,FALSE
2007,203,2014,"F",0.8,102,0.8,FALSE
2007,204,2007,"G",0,0,0,FALSE
2007,205,2018,"D",6.1,205,6.1,TRUE
2007,206,2007,"F",0,0,0,FALSE
2007,207,2007,"D",0,0,0,FALSE
2007,208,2007,"D",0,0,0,FALSE
2007,209,2007,"D",0,0,0,FALSE
2007,210,2007,"F",0,0,0,FALSE
2007,211,2007,"F",0,0,0,FALSE
2008,6,2012,"F",1.4,53,1.4,FALSE
2008,7,2020,"F",29.5,632,29.5,TRUE
2008,8,2020,"F",27.4,709,27.4,TRUE
2008,9,2023,"F",50.1,1057,50.1,TRUE
2008,10,2016,"F",13.2,328,13.2,TRUE
2008,11,2008,"F",0,0,0,FALSE
2008,13,2012,"D",0,24,0,FALSE
2008,14,2015,"F",2.3,127,2.3,FALSE
2008,16,2017,"F",8.9,295,8.9,TRUE
2008,17,2021,"D",43.7,645,43.7,TRUE
2008,18,2008,"G",0,0,0,FALSE
2008,19,2021,"D",22.2,549,22.2,TRUE
2008,20,2022,"D",48.8,736,48.8,TRUE
2008,21,2008,"F",0,0,0,FALSE
2008,23,2012,"D",0,1,0,FALSE
2008,24,2014,"F",1.8,120,1.8,FALSE
2008,25,2012,"F",0,15,0,FALSE
2008,26,2022,"F",32.6,700,32.6,TRUE
2008,28,2016,"F",0.8,111,0.8,FALSE
2008,29,2008,"F",0,0,0,FALSE
2008,30,2015,"G",0.1,3,0.1,FALSE
2008,32,2015,"D",18.6,190,18.6,FALSE
2008,33,2011,"F",0,15,0,FALSE
2008,35,2014,"F",0,3,0,FALSE
2008,36,2008,"F",0,0,0,FALSE
2008,37,2020,"D",4.8,160,4.8,FALSE
2008,39,2015,"F",0.5,41,0.5,FALSE
2008,40,2021,"D",1.2,72,1.2,FALSE
2008,41,2014,"D",0,8,0,FALSE
2008,42,2017,"D",13.3,268,13.3,TRUE
2008,43,2024,"D",48.8,745,48.8,TRUE
2008,44,2015,"F",2.3,90,2.3,FALSE
2008,45,2023,"F",1.3,168,1.3,FALSE
2008,46,2015,"D",1,47,1,FALSE
2008,47,2012,"F",0,1,0,FALSE
2008,48,2008,"F",0,0,0,FALSE
2008,49,2013,"F",0,2,0,FALSE
2008,50,2020,"D",1.8,37,1.8,FALSE
2008,51,2023,"F",56,890,56,TRUE
2008,52,2008,"D",0,0,0,FALSE
2008,54,2016,"F",0,52,0,FALSE
2008,55,2024,"D",39.7,784,39.7,TRUE
2008,56,2008,"F",0,0,0,FALSE
2008,57,2008,"D",0,0,0,FALSE
2008,58,2008,"F",0,0,0,FALSE
2008,59,2008,"G",0,0,0,FALSE
2008,60,2018,"F",10.1,334,10.1,TRUE
2008,61,2008,"G",0,0,0,FALSE
2008,62,2008,"F",0,0,0,FALSE
2008,63,2008,"F",0,0,0,FALSE
2008,64,2008,"F",0,0,0,FALSE
2008,65,2019,"F",9.4,307,9.4,TRUE
2008,66,2008,"F",0,0,0,FALSE
2008,67,2012,"D",1.9,45,1.9,FALSE
2008,68,2013,"D",0.1,1,0.1,FALSE
2008,69,2023,"D",26.5,552,26.5,TRUE
2008,70,2008,"F",0,0,0,FALSE
2008,71,2008,"F",0,0,0,FALSE
2008,72,2008,"D",0,0,0,FALSE
2008,73,2008,"F",0,0,0,FALSE
2008,74,2016,"D",0,42,0,FALSE
2008,75,2012,"F",0,34,0,FALSE
2008,76,2008,"D",0,0,0,FALSE
2008,77,2024,"G",19.4,154,19.4,TRUE
2008,78,2018,"F",4.3,357,4.3,TRUE
2008,79,2020,"F",14.1,662,14.1,TRUE
2008,80,2008,"D",0,0,0,FALSE
2008,81,2008,"D",0,0,0,FALSE
2008,83,2008,"G",0,0,0,FALSE
2008,84,2008,"G",0,0,0,FALSE
2008,85,2015,"F",0.6,171,0.6,FALSE
2008,86,2008,"F",0,0,0,FALSE
2008,87,2008,"F",0,0,0,FALSE
2008,88,2008,"F",0,0,0,FALSE
2008,89,2008,"F",0,0,0,FALSE
2008,90,2013,"D",0.7,30,0.7,FALSE
2008,91,2008,"D",0,0,0,FALSE
2008,92,2008,"D",0,0,0,FALSE
2008,93,2022,"G",91.4,513,91.4,TRUE
2008,94,2008,"F",0,0,0,FALSE
2008,95,2018,"D",1.6,55,1.6,FALSE
2008,96,2019,"D",2.7,69,2.7,FALSE
2008,97,2011,"F",0,1,0,FALSE
2008,98,2008,"F",0,0,0,FALSE
2008,99,2008,"F",0,0,0,FALSE
2008,100,2008,"F",0,0,0,FALSE
2008,101,2008,"F",0,0,0,FALSE
2008,102,2013,"F",1.1,49,1.1,FALSE
2008,103,2010,"D",0,1,0,FALSE
2008,104,2008,"D",0,0,0,FALSE
2008,105,2016,"D",1.8,79,1.8,FALSE
2008,106,2022,"G",1.7,15,1.7,FALSE
2008,107,2008,"D",0,0,0,FALSE
2008,108,2008,"F",0,0,0,FALSE
2008,109,2012,"F",0,1,0,FALSE
2008,110,2008,"F",0,0,0,FALSE
2008,111,2020,"F",10.9,513,10.9,TRUE
2008,112,2008,"D",0,0,0,FALSE
2008,113,2008,"D",0,0,0,FALSE
2008,115,2008,"D",0,0,0,FALSE
2008,116,2008,"G",0,0,0,FALSE
2008,117,2014,"F",0,146,0,FALSE
2008,118,2008,"F",0,0,0,FALSE
2008,119,2023,"F",8.9,427,8.9,TRUE
2008,120,2008,"F",0,0,0,FALSE
2008,123,2014,"F",4.7,155,4.7,FALSE
2008,124,2008,"F",0,0,0,FALSE
2008,125,2008,"D",0,0,0,FALSE
2008,126,2015,"G",6,50,6,FALSE
2008,127,2021,"F",17.4,566,17.4,TRUE
2008,128,2022,"D",9.4,290,9.4,TRUE
2008,129,2008,"F",0,0,0,FALSE
2008,130,2008,"F",0,0,0,FALSE
2008,131,2008,"F",0,0,0,FALSE
2008,132,2008,"D",0,0,0,FALSE
2008,133,2012,"F",0.1,2,0.1,FALSE
2008,134,2008,"F",0,0,0,FALSE
2008,135,2012,"F",0,12,0,FALSE
2008,136,2008,"F",0,0,0,FALSE
2008,137,2016,"D",0,7,0,FALSE
2008,138,2008,"F",0,0,0,FALSE
2008,139,2023,"D",11.1,458,11.1,TRUE
2008,140,2013,"F",1.9,74,1.9,FALSE
2008,141,2008,"F",0,0,0,FALSE
2008,142,2008,"F",0,0,0,FALSE
2008,143,2008,"D",0,0,0,FALSE
2008,144,2008,"F",0,0,0,FALSE
2008,145,2008,"F",0,0,0,FALSE
2008,146,2008,"D",0,0,0,FALSE
2008,147,2008,"F",0,0,0,FALSE
2008,149,2017,"D",6.8,151,6.8,FALSE
2008,150,2010,"G",0.1,1,0.1,FALSE
2008,151,2008,"F",0,0,0,FALSE
2008,152,2020,"D",11.2,272,11.2,TRUE
2008,153,2008,"F",0,0,0,FALSE
2008,154,2008,"G",0,0,0,FALSE
2008,155,2008,"F",0,0,0,FALSE
2008,158,2008,"G",0,0,0,FALSE
2008,159,2008,"F",0,0,0,FALSE
2008,160,2022,"D",1.8,132,1.8,FALSE
2008,161,2008,"F",0,0,0,FALSE
2008,162,2008,"D",0,0,0,FALSE
2008,163,2013,"F",0.5,52,0.5,FALSE
2008,164,2008,"D",0,0,0,FALSE
2008,165,2012,"G",0.1,2,0.1,FALSE
2008,166,2008,"D",0,0,0,FALSE
2008,167,2008,"D",0,0,0,FALSE
2008,168,2008,"F",0,0,0,FALSE
2008,169,2017,"F",3.8,237,3.8,TRUE
2008,170,2011,"D",0.9,39,0.9,FALSE
2008,171,2008,"D",0,0,0,FALSE
2008,172,2008,"F",0,0,0,FALSE
2008,173,2008,"F",0,0,0,FALSE
2008,174,2008,"F",0,0,0,FALSE
2008,175,2011,"F",0,8,0,FALSE
2008,176,2008,"F",0,0,0,FALSE
2008,177,2018,"F",11,448,11,TRUE
2008,178,2021,"F",0,374,0,TRUE
2008,179,2008,"D",0,0,0,FALSE
2008,180,2008,"G",0,0,0,FALSE
2008,181,2008,"F",0,0,0,FALSE
2008,182,2008,"F",0,0,0,FALSE
2008,183,2008,"F",0,0,0,FALSE
2008,184,2018,"D",8.1,133,8.1,FALSE
2008,185,2008,"G",0,0,0,FALSE
2008,186,2023,"D",44,700,44,TRUE
2008,187,2016,"F",0,21,0,FALSE
2008,188,2015,"D",0,12,0,FALSE
2008,189,2008,"D",0,0,0,FALSE
2008,190,2021,"D",9.1,256,9.1,TRUE
2008,191,2008,"G",0,0,0,FALSE
2008,192,2008,"D",0,0,0,FALSE
2008,193,2008,"D",0,0,0,FALSE
2008,194,2008,"F",0,0,0,FALSE
2008,195,2008,"F",0,0,0,FALSE
2008,196,2014,"G",0,1,0,FALSE
2008,197,2008,"F",0,0,0,FALSE
2008,198,2008,"D",0,0,0,FALSE
2008,199,2008,"F",0,0,0,FALSE
2008,200,2008,"F",0,0,0,FALSE
2008,201,2008,"F",0,0,0,FALSE
2008,202,2008,"D",0,0,0,FALSE
2008,203,2008,"D",0,0,0,FALSE
2008,204,2011,"F",0,7,0,FALSE
2008,205,2008,"F",0,0,0,FALSE
2008,206,2008,"F",0,0,0,FALSE
2008,207,2016,"G",16.6,130,16.6,TRUE
2008,208,2008,"D",0,0,0,FALSE
2008,209,2008,"D",0,0,0,FALSE
2008,210,2008,"D",0,0,0,FALSE
2008,211,2008,"F",0,0,0,FALSE
2009,4,2024,"F",68.4,930,68.4,TRUE
2009,8,2012,"F",0,1,0,FALSE
2009,9,2016,"D",8.3,249,8.3,TRUE
2009,10,2019,"F",7.7,467,7.7,TRUE
2009,11,2022,"D",57.4,566,57.4,TRUE
2009,13,2023,"F",15.4,661,15.4,TRUE
2009,15,2018,"F",6.2,266,6.2,TRUE
2009,17,2016,"D",4,113,4,FALSE
2009,18,2014,"F",1,50,1,FALSE
2009,20,2018,"F",3.1,315,3.1,TRUE
2009,21,2022,"D",25.1,544,25.1,TRUE
2009,22,2018,"F",4,165,4,FALSE
2009,23,2015,"D",2.9,93,2.9,FALSE
2009,25,2016,"F",0.9,157,0.9,FALSE
2009,27,2009,"F",0,0,0,FALSE
2009,28,2016,"D",3.1,124,3.1,FALSE
2009,29,2015,"F",0,54,0,FALSE
2009,30,2017,"D",11,193,11,FALSE
2009,31,2022,"G",26.6,168,26.6,TRUE
2009,32,2018,"F",0.3,77,0.3,FALSE
2009,34,2015,"F",0.1,12,0.1,FALSE
2009,35,2023,"F",9.8,753,9.8,TRUE
2009,36,2016,"F",0.3,23,0.3,FALSE
2009,37,2015,"D",0.2,9,0.2,FALSE
2009,38,2023,"F",20.4,651,20.4,TRUE
2009,39,2024,"F",36.2,820,36.2,TRUE
2009,40,2017,"F",0,215,0,TRUE
2009,41,2009,"F",0,0,0,FALSE
2009,42,2009,"D",0,0,0,FALSE
2009,43,2009,"D",0,0,0,FALSE
2009,44,2021,"F",1,98,1,FALSE
2009,45,2015,"F",2.4,82,2.4,FALSE
2009,46,2022,"G",70.5,364,70.5,TRUE
2009,47,2009,"F",0,0,0,FALSE
2009,48,2009,"D",0,0,0,FALSE
2009,49,2019,"D",4.7,87,4.7,FALSE
2009,50,2009,"F",0,0,0,FALSE
2009,52,2022,"F",19,521,19,TRUE
2009,53,2017,"F",0.1,3,0.1,FALSE
2009,54,2017,"D",10.5,189,10.5,FALSE
2009,56,2009,"F",0,0,0,FALSE
2009,57,2009,"D",0,0,0,FALSE
2009,58,2015,"D",0,1,0,FALSE
2009,59,2021,"F",14.9,276,14.9,TRUE
2009,61,2016,"D",0,13,0,FALSE
2009,62,2020,"G",25.2,161,25.2,TRUE
2009,63,2014,"F",0.1,16,0.1,FALSE
2009,65,2014,"F",0,1,0,FALSE
2009,67,2009,"F",0,0,0,FALSE
2009,68,2014,"F",0,2,0,FALSE
2009,70,2017,"F",1.5,92,1.5,FALSE
2009,71,2009,"D",0,0,0,FALSE
2009,72,2016,"F",0.9,113,0.9,FALSE
2009,73,2014,"D",1.2,34,1.2,FALSE
2009,74,2009,"F",0,0,0,FALSE
2009,75,2017,"F",4.9,128,4.9,FALSE
2009,76,2009,"G",0,0,0,FALSE
2009,77,2015,"G",3.6,26,3.6,FALSE
2009,78,2009,"F",0,0,0,FALSE
2009,79,2009,"D",0,0,0,FALSE
2009,80,2015,"F",0,1,0,FALSE
2009,81,2009,"G",0,0,0,FALSE
2009,82,2009,"F",0,0,0,FALSE
2009,83,2022,"D",17.6,360,17.6,TRUE
2009,85,2022,"F",20,701,20,TRUE
2009,86,2009,"D",0,0,0,FALSE
2009,87,2009,"D",0,0,0,FALSE
2009,88,2009,"F",0,0,0,FALSE
2009,89,2009,"F",0,0,0,FALSE
2009,90,2009,"D",0,0,0,FALSE
2009,91,2009,"G",0,0,0,FALSE
2009,93,2009,"F",0,0,0,FALSE
2009,95,2022,"G",4.5,40,4.5,FALSE
2009,96,2017,"F",2.6,138,2.6,FALSE
2009,97,2020,"F",0,50,0,FALSE
2009,99,2009,"D",0,0,0,FALSE
2009,100,2023,"D",11.4,291,11.4,TRUE
2009,101,2009,"F",0,0,0,FALSE
2009,103,2012,"F",0,1,0,FALSE
2009,105,2009,"D",0,0,0,FALSE
2009,106,2021,"D",36.2,473,36.2,TRUE
2009,107,2019,"F",0,84,0,FALSE
2009,108,2009,"F",0,0,0,FALSE
2009,109,2009,"F",0,0,0,FALSE
2009,110,2009,"F",0,0,0,FALSE
2009,111,2009,"F",0,0,0,FALSE
2009,112,2014,"F",0.6,21,0.6,FALSE
2009,113,2009,"D",0,0,0,FALSE
2009,114,2017,"D",1.7,50,1.7,FALSE
2009,115,2014,"D",0.4,9,0.4,FALSE
2009,116,2009,"F",0,0,0,FALSE
2009,117,2019,"G",0.3,3,0.3,FALSE
2009,119,2024,"F",0,141,0,FALSE
2009,121,2009,"F",0,0,0,FALSE
2009,122,2010,"D",0,1,0,FALSE
2009,123,2009,"D",0,0,0,FALSE
2009,124,2009,"G",0,0,0,FALSE
2009,125,2009,"D",0,0,0,FALSE
2009,126,2009,"D",0,0,0,FALSE
2009,127,2014,"F",1.2,84,1.2,FALSE
2009,128,2009,"D",0,0,0,FALSE
2009,129,2015,"F",0.7,95,0.7,FALSE
2009,130,2024,"F",51.8,745,51.8,TRUE
2009,131,2009,"F",0,0,0,FALSE
2009,132,2020,"F",6.6,413,6.6,TRUE
2009,133,2009,"G",0,0,0,FALSE
2009,134,2009,"D",0,0,0,FALSE
2009,135,2019,"F",0.8,52,0.8,FALSE
2009,136,2009,"F",0,0,0,FALSE
2009,137,2009,"D",0,0,0,FALSE
2009,138,2019,"F",0,15,0,FALSE
2009,139,2020,"F",0,90,0,FALSE
2009,140,2009,"G",0,0,0,FALSE
2009,141,2009,"F",0,0,0,FALSE
2009,142,2009,"G",0,0,0,FALSE
2009,143,2009,"D",0,0,0,FALSE
2009,144,2009,"F",0,0,0,FALSE
2009,145,2009,"D",0,0,0,FALSE
2009,146,2009,"F",0,0,0,FALSE
2009,147,2019,"F",0.3,97,0.3,FALSE
2009,148,2009,"G",0,0,0,FALSE
2009,149,2019,"F",5.3,520,5.3,TRUE
2009,151,2009,"F",0,0,0,FALSE
2009,153,2009,"F",0,0,0,FALSE
2009,154,2009,"G",0,0,0,FALSE
2009,155,2009,"F",0,0,0,FALSE
2009,156,2009,"F",0,0,0,FALSE
2009,157,2009,"F",0,0,0,FALSE
2009,158,2015,"F",0,31,0,FALSE
2009,159,2018,"F",1.6,99,1.6,FALSE
2009,160,2009,"F",0,0,0,FALSE
2009,162,2009,"G",0,0,0,FALSE
2009,163,2009,"F",0,0,0,FALSE
2009,164,2014,"G",0,2,0,FALSE
2009,165,2013,"F",0,24,0,FALSE
2009,166,2009,"D",0,0,0,FALSE
2009,167,2009,"D",0,0,0,FALSE
2009,168,2009,"D",0,0,0,FALSE
2009,169,2009,"F",0,0,0,FALSE
2009,170,2009,"D",0,0,0,FALSE
2009,171,2016,"G",4,37,4,FALSE
2009,172,2013,"F",1.6,31,1.6,FALSE
2009,173,2009,"G",0,0,0,FALSE
2009,174,2009,"F",0,0,0,FALSE
2009,175,2017,"F",0,1,0,FALSE
2009,176,2016,"F",0.9,27,0.9,FALSE
2009,177,2009,"F",0,0,0,FALSE
2009,178,2015,"D",0,6,0,FALSE
2009,179,2015,"F",0.3,20,0.3,FALSE
2009,180,2017,"F",0,5,0,FALSE
2009,181,2009,"D",0,0,0,FALSE
2009,183,2009,"D",0,0,0,FALSE
2009,184,2009,"D",0,0,0,FALSE
2009,185,2009,"F",0,0,0,FALSE
2009,186,2019,"F",2.1,375,2.1,TRUE
2009,187,2009,"F",0,0,0,FALSE
2009,188,2009,"D",0,0,0,FALSE
2009,189,2009,"F",0,0,0,FALSE
2009,190,2009,"F",0,0,0,FALSE
2009,191,2009,"D",0,0,0,FALSE
2009,192,2009,"F",0,0,0,FALSE
2009,193,2009,"F",0,0,0,FALSE
2009,194,2009,"F",0,0,0,FALSE
2009,195,2009,"D",0,0,0,FALSE
2009,196,2015,"D",0.8,16,0.8,FALSE
2009,197,2009,"F",0,0,0,FALSE
2009,199,2009,"F",0,0,0,FALSE
2009,200,2009,"D",0,0,0,FALSE
2009,201,2009,"F",0,0,0,FALSE
2009,202,2009,"F",0,0,0,FALSE
2009,203,2009,"F",0,0,0,FALSE
2009,204,2009,"D",0,0,0,FALSE
2009,205,2009,"F",0,0,0,FALSE
2009,206,2018,"F",0,2,0,FALSE
2009,207,2009,"D",0,0,0,FALSE
2009,208,2009,"D",0,0,0,FALSE
2009,209,2009,"F",0,0,0,FALSE
2009,210,2014,"D",0.2,2,0.2,FALSE
2009,211,2009,"G",0,0,0,FALSE
2010,4,2024,"F",56,905,56,TRUE
2010,6,2022,"F",19.3,536,19.3,TRUE
2010,8,2018,"F",4.9,348,4.9,TRUE
2010,11,2024,"G",29.1,176,29.1,TRUE
2010,13,2016,"D",1.2,58,1.2,FALSE
2010,17,2015,"F",0.1,13,0.1,FALSE
2010,20,2018,"F",5.7,200,5.7,TRUE
2010,21,2023,"F",12.3,637,12.3,TRUE
2010,22,2024,"D",2.6,205,2.6,TRUE
2010,23,2022,"D",22,521,22,TRUE
2010,25,2017,"F",0.8,97,0.8,FALSE
2010,26,2024,"F",56.9,743,56.9,TRUE
